TRINITY_DN5624_c0_g1_i1	sp|O82514|KAD4_ARATH	48.750	240	107	2	764	45	20	243	2.52e-71	224
TRINITY_DN5601_c0_g1_i1	sp|Q8W4D0|CPY71_ARATH	51.020	588	272	9	1800	76	36	620	0.0	583
TRINITY_DN5678_c0_g1_i1	sp|P50520|VPS34_SCHPO	37.383	214	104	6	4	621	579	770	1.84e-33	129
TRINITY_DN5642_c0_g1_i1	sp|Q01YC2|COXX_SOLUE	35.593	236	144	3	734	30	60	288	5.73e-35	129
TRINITY_DN5663_c0_g1_i1	sp|Q0ILQ6|RAB5A_ORYSJ	50.000	176	86	2	121	645	10	184	1.01e-53	174
TRINITY_DN5659_c0_g1_i1	sp|Q9LUQ6|RL192_ARATH	65.190	158	55	0	50	523	1	158	6.79e-71	217
TRINITY_DN5622_c0_g1_i1	sp|Q6TGC6|CBK1_PNECA	40.113	354	196	6	1030	2	97	445	9.56e-81	258
TRINITY_DN5637_c0_g1_i1	sp|O60114|YG65_SCHPO	45.690	116	62	1	365	18	934	1048	2.09e-28	112
TRINITY_DN5616_c0_g1_i1	sp|Q9HDW8|GLRX5_SCHPO	55.422	83	37	0	250	2	24	106	1.27e-28	103
TRINITY_DN5639_c0_g1_i1	sp|Q9V3H2|PSDE_DROME	74.394	289	74	0	96	962	19	307	2.88e-151	431
TRINITY_DN5667_c0_g1_i1	sp|P34117|CDK5_DICDI	73.958	288	74	1	993	133	1	288	5.33e-160	452
TRINITY_DN5611_c0_g1_i1	sp|A7MAZ3|UBA5_BOVIN	65.517	290	99	1	21	887	37	326	5.88e-132	384
TRINITY_DN5623_c0_g1_i1	sp|O14232|MTR4_SCHPO	39.326	267	161	1	4	801	851	1117	3.85e-57	201
TRINITY_DN5689_c0_g1_i1	sp|Q9D8W5|PSD12_MOUSE	41.194	335	182	4	2	973	41	371	4.95e-83	261
TRINITY_DN5629_c0_g1_i1	sp|Q63170|DYH7_RAT	50.186	269	126	3	3	794	3499	3764	5.28e-88	289
TRINITY_DN5628_c0_g1_i1	sp|Q920M5|CORO6_MOUSE	42.949	156	80	3	470	6	183	330	1.62e-39	142
TRINITY_DN5626_c0_g1_i1	sp|Q9ZV15|CDPKK_ARATH	32.864	213	135	4	146	784	297	501	4.74e-38	143
TRINITY_DN5602_c0_g1_i1	sp|Q96NN9|AIFM3_HUMAN	34.629	283	172	7	2	838	304	577	1.27e-50	181
TRINITY_DN4725_c0_g1_i1	sp|Q9LSP7|UBC32_ARATH	58.779	131	54	0	702	310	13	143	4.89e-54	181
TRINITY_DN4747_c0_g1_i1	sp|C1DF45|RL20_AZOVD	42.735	117	64	1	448	107	1	117	6.36e-26	99.0
TRINITY_DN4709_c0_g1_i1	sp|Q9LRN8|RK3B_ARATH	49.339	227	110	3	1150	476	74	297	1.82e-61	206
TRINITY_DN4715_c0_g1_i1	sp|Q9Z1M4|KS6B2_MOUSE	38.144	291	169	5	914	69	77	365	1.54e-63	211
TRINITY_DN4722_c0_g1_i1	sp|Q9V438|PDIA6_DROME	40.449	267	148	7	1030	254	156	419	2.80e-56	193
TRINITY_DN4722_c0_g1_i1	sp|Q9V438|PDIA6_DROME	50.000	96	44	2	1024	737	27	118	6.85e-21	97.4
TRINITY_DN4746_c0_g1_i1	sp|Q86A77|VATD_DICDI	46.597	191	101	1	182	754	13	202	1.13e-54	183
TRINITY_DN4703_c0_g1_i1	sp|Q5S7T7|TIM50_PHYIN	40.659	182	93	7	798	268	151	322	2.84e-24	106
TRINITY_DN4749_c0_g1_i1	sp|Q753X4|PMIP_ASHGO	30.088	339	180	13	998	114	439	764	4.06e-35	139
TRINITY_DN4718_c0_g1_i1	sp|Q8CFK2|TF3B_MOUSE	40.154	259	139	4	748	2	28	280	4.28e-55	190
TRINITY_DN4726_c0_g1_i1	sp|Q8T2Q0|ZDHC6_DICDI	29.293	198	133	4	9	593	49	242	5.06e-21	94.4
TRINITY_DN4727_c0_g1_i1	sp|Q10190|LSG1_SCHPO	37.838	296	164	7	1	846	177	466	2.22e-52	185
TRINITY_DN4800_c0_g1_i2	sp|Q9CQ46|DRC8_MOUSE	34.868	152	95	2	789	334	14	161	2.77e-21	91.3
TRINITY_DN4776_c0_g1_i1	sp|O59922|KAPR_EMENI	44.755	286	146	5	922	101	116	401	3.28e-67	223
TRINITY_DN4721_c0_g1_i1	sp|Q9M1K2|PI5K4_ARATH	36.735	196	123	1	853	266	70	264	1.93e-28	120
TRINITY_DN4721_c0_g1_i1	sp|Q9M1K2|PI5K4_ARATH	37.267	161	101	0	715	233	70	230	1.06e-24	108
TRINITY_DN4758_c0_g1_i1	sp|Q5U315|GLD2_RAT	27.817	284	176	11	387	1181	201	474	1.96e-22	102
TRINITY_DN4796_c0_g1_i1	sp|P39986|SPF1_YEAST	44.681	188	97	2	588	25	139	319	7.96e-47	167
TRINITY_DN4788_c0_g1_i1	sp|Q8BW94|DYH3_MOUSE	55.914	93	40	1	279	1	1542	1633	7.70e-27	105
TRINITY_DN4759_c0_g1_i1	sp|Q8L6Y1|UBP14_ARATH	44.966	298	146	10	876	1	40	325	5.15e-69	231
TRINITY_DN4743_c0_g1_i1	sp|Q7SIB7|PGK1_PIG	60.096	416	161	3	51	1289	3	416	1.11e-173	499
TRINITY_DN4789_c0_g1_i1	sp|Q7ZXX2|KIF19_XENLA	61.635	159	59	1	516	46	226	384	1.41e-58	199
TRINITY_DN4761_c0_g1_i1	sp|Q9ZVJ4|CYP22_ARATH	69.364	173	52	1	43	561	28	199	7.78e-88	262
TRINITY_DN4794_c0_g1_i2	sp|Q9FJX2|RL262_ARATH	60.714	84	33	0	587	336	23	106	9.20e-32	115
TRINITY_DN4794_c0_g1_i1	sp|Q9FJX2|RL262_ARATH	64.151	106	37	1	650	336	1	106	1.20e-41	141
TRINITY_DN4799_c0_g1_i1	sp|P55080|MFAP1_CHICK	43.827	162	81	4	251	724	282	437	8.41e-31	124
TRINITY_DN4772_c0_g1_i1	sp|P34788|RS18_ARATH	64.706	136	48	0	59	466	4	139	8.60e-66	201
TRINITY_DN4787_c0_g1_i1	sp|Q9FE64|EFGM_ORYSJ	53.509	342	154	3	1	1026	418	754	1.04e-119	367
TRINITY_DN4729_c0_g1_i1	sp|Q54PF3|CSN5_DICDI	57.500	320	129	4	28	978	9	324	4.26e-128	375
TRINITY_DN4780_c0_g1_i1	sp|Q6BYG4|UBC6_DEBHA	55.474	137	60	1	121	528	21	157	1.51e-52	172
TRINITY_DN4734_c0_g1_i1	sp|Q8MQU6|CISYP_DICDI	56.495	485	197	4	1579	158	4	485	0.0	560
TRINITY_DN4765_c0_g1_i1	sp|Q8IWZ6|BBS7_HUMAN	37.222	180	101	5	520	5	1	176	1.56e-29	117
TRINITY_DN4714_c0_g1_i1	sp|O80513|CCU41_ARATH	40.645	155	84	2	53	499	5	157	7.28e-38	131
TRINITY_DN4730_c0_g1_i1	sp|Q9LHE5|TO401_ARATH	26.370	292	178	9	1067	240	34	304	1.18e-25	108
TRINITY_DN4723_c0_g1_i1	sp|Q66L33|MK16A_XENLA	45.667	300	117	7	160	927	1	298	1.54e-70	224
TRINITY_DN4735_c0_g1_i1	sp|Q02984|RL27_PYRST	49.600	125	60	2	39	413	1	122	1.43e-30	111
TRINITY_DN4754_c0_g1_i1	sp|Q6IUY1|RHBL3_TOXGO	35.948	153	95	3	103	558	27	177	7.78e-26	106
TRINITY_DN4742_c0_g1_i1	sp|Q7ZTZ2|RLP24_DANRE	54.745	137	62	0	39	449	1	137	1.67e-51	167
TRINITY_DN4744_c0_g1_i1	sp|Q0WMV8|PHF5B_ARATH	92.727	110	8	0	24	353	1	110	2.82e-69	209
TRINITY_DN4719_c0_g1_i1	sp|P56820|EIF3D_ARATH	44.670	394	193	10	116	1282	173	546	8.60e-98	309
TRINITY_DN4757_c0_g1_i1	sp|Q9Z1N1|F16P2_RAT	76.389	72	17	0	217	2	73	144	3.16e-27	103
TRINITY_DN4777_c0_g1_i1	sp|Q61211|EIF2D_MOUSE	31.045	335	200	11	49	987	1	326	9.75e-30	122
TRINITY_DN4701_c0_g1_i1	sp|Q5ZJ85|PRPF3_CHICK	35.976	492	255	14	198	1574	209	673	2.23e-63	223
TRINITY_DN4716_c0_g1_i1	sp|Q6BLM5|DBP9_DEBHA	39.073	151	69	3	473	84	401	549	1.82e-22	95.9
TRINITY_DN4705_c0_g1_i1	sp|O82574|RL21_CYAPA	51.592	157	75	1	48	515	1	157	1.97e-52	169
TRINITY_DN4711_c0_g1_i2	sp|O65084|PSB3_PICMA	61.463	205	78	1	45	659	1	204	2.61e-94	279
TRINITY_DN4711_c0_g1_i1	sp|O65084|PSB3_PICMA	61.463	205	78	1	45	659	1	204	3.13e-94	279
TRINITY_DN4704_c0_g1_i1	sp|Q9P6P3|PPK15_SCHPO	36.658	371	184	7	349	1368	107	457	2.13e-63	217
TRINITY_DN4737_c0_g1_i1	sp|Q54I57|MYCBP_DICDI	50.617	81	40	0	357	115	5	85	6.52e-22	86.7
TRINITY_DN4733_c0_g1_i1	sp|A7MBP4|IFT46_DANRE	54.435	248	103	2	21	764	142	379	2.23e-86	266
TRINITY_DN4736_c0_g1_i1	sp|Q9P370|BUD20_SCHPO	48.958	96	49	0	90	377	26	121	5.78e-27	101
TRINITY_DN4738_c0_g1_i1	sp|B9PVB9|IF6_TOXGV	68.273	249	72	1	856	131	16	264	2.79e-109	321
TRINITY_DN4708_c0_g1_i1	sp|Q9HGI7|ERF3_CANMA	39.095	243	141	4	885	166	473	711	1.26e-48	175
TRINITY_DN4784_c0_g1_i1	sp|Q40522|RB11D_TOBAC	45.578	147	76	2	572	138	16	160	2.36e-40	139
TRINITY_DN4702_c0_g1_i1	sp|P08991|H2AV_STRPU	61.062	113	43	1	379	717	4	115	2.67e-39	139
TRINITY_DN4741_c0_g1_i1	sp|Q54KR9|NCBP2_DICDI	48.980	147	72	1	642	202	1	144	1.10e-42	147
TRINITY_DN4731_c0_g1_i1	sp|P29468|PAP_YEAST	46.541	318	161	5	1110	163	97	407	1.54e-98	306
TRINITY_DN4771_c0_g1_i1	sp|Q9DAK2|PACRG_MOUSE	61.826	241	80	2	816	130	1	241	1.07e-83	256
TRINITY_DN4792_c0_g1_i1	sp|O14036|SMD2_SCHPO	65.591	93	30	1	484	212	21	113	1.20e-37	129
TRINITY_DN4740_c0_g1_i1	sp|Q4G0U5|PCDP1_HUMAN	41.667	240	128	4	797	93	25	257	1.07e-56	197
TRINITY_DN4717_c0_g1_i1	sp|Q05048|CSTF1_HUMAN	35.507	276	165	4	23	820	100	372	4.66e-55	188
TRINITY_DN4710_c0_g1_i1	sp|Q7YSW8|PP2BA_DICDI	46.076	497	207	9	1526	48	78	517	1.47e-148	442
TRINITY_DN4753_c0_g1_i1	sp|Q7ZVZ7|AB17C_DANRE	28.856	201	138	3	881	282	75	271	9.76e-21	94.0
TRINITY_DN4767_c0_g1_i1	sp|P85515|ACTZ_RAT	67.989	378	113	4	73	1200	5	376	0.0	533
TRINITY_DN0_c0_g1_i2	sp|Q9DG68|RLA0_LITSY	49.187	246	122	2	932	195	33	275	1.22e-79	247
TRINITY_DN0_c0_g1_i1	sp|Q9DG68|RLA0_LITSY	49.593	246	121	2	959	222	33	275	1.97e-79	247
TRINITY_DN9_c0_g1_i2	sp|Q00454|RL27A_TETTH	60.550	109	43	0	1	327	41	149	2.96e-43	142
TRINITY_DN9_c0_g1_i1	sp|Q00454|RL27A_TETTH	60.550	109	43	0	1	327	41	149	3.14e-43	142
TRINITY_DN9_c0_g1_i4	sp|Q00454|RL27A_TETTH	60.550	109	43	0	1	327	41	149	2.96e-43	142
TRINITY_DN47_c0_g1_i1	sp|Q6Q420|RS15A_DANRE	71.591	88	25	0	1	264	43	130	6.15e-41	138
TRINITY_DN47_c0_g3_i1	sp|Q6Q420|RS15A_DANRE	68.421	57	18	0	1	171	69	125	5.79e-22	87.4
TRINITY_DN47_c0_g2_i1	sp|Q6Q420|RS15A_DANRE	68.852	61	19	0	1	183	70	130	4.84e-25	95.1
TRINITY_DN57_c0_g1_i2	sp|Q3T0U2|RL14_BOVIN	35.246	122	79	0	56	421	2	123	6.53e-24	96.7
TRINITY_DN57_c0_g1_i3	sp|Q54Z09|RL14_DICDI	40.351	114	68	0	59	400	5	118	3.20e-22	90.5
TRINITY_DN57_c0_g1_i4	sp|Q54Z09|RL14_DICDI	38.136	118	73	0	20	373	1	118	6.56e-22	89.4
TRINITY_DN57_c0_g1_i1	sp|Q9CR57|RL14_MOUSE	36.066	122	78	0	29	394	2	123	1.41e-23	95.5
TRINITY_DN71_c0_g2_i1	sp|O15865|CDPK2_PLAFK	48.523	474	231	5	1553	138	49	511	1.09e-156	461
TRINITY_DN25_c0_g1_i3	sp|Q642H9|RS4X_DANRE	63.813	257	93	0	837	67	1	257	1.61e-128	369
TRINITY_DN25_c0_g1_i2	sp|Q642H9|RS4X_DANRE	63.424	257	94	0	974	204	1	257	9.50e-127	366
TRINITY_DN25_c0_g1_i4	sp|Q642H9|RS4X_DANRE	63.424	257	94	0	935	165	1	257	5.86e-127	366
TRINITY_DN25_c0_g1_i1	sp|Q642H9|RS4X_DANRE	65.236	233	81	0	702	4	1	233	5.15e-117	338
TRINITY_DN44_c0_g1_i3	sp|P48166|RL36A_CAEEL	75.000	92	22	1	506	234	1	92	1.15e-37	128
TRINITY_DN44_c0_g1_i5	sp|P48166|RL36A_CAEEL	75.000	92	22	1	424	152	1	92	1.72e-37	127
TRINITY_DN44_c0_g1_i1	sp|P48166|RL36A_CAEEL	75.000	92	22	1	506	234	1	92	1.15e-37	128
TRINITY_DN44_c0_g1_i2	sp|P48166|RL36A_CAEEL	75.000	92	22	1	425	153	1	92	1.72e-37	127
TRINITY_DN44_c0_g1_i4	sp|P48166|RL36A_CAEEL	75.000	92	22	1	425	153	1	92	1.72e-37	127
TRINITY_DN16_c0_g1_i2	sp|P27085|RS26_OCTVU	66.990	103	34	0	550	242	1	103	2.46e-38	131
TRINITY_DN16_c0_g1_i3	sp|P27085|RS26_OCTVU	66.990	103	34	0	550	242	1	103	4.92e-38	130
TRINITY_DN16_c0_g1_i1	sp|P27085|RS26_OCTVU	66.990	103	34	0	550	242	1	103	1.71e-38	132
TRINITY_DN34_c0_g1_i1	sp|P49633|RL40_ACACA	89.844	128	13	0	36	419	1	128	2.67e-82	242
TRINITY_DN34_c0_g2_i1	sp|P46575|RL40_EIMBO	90.435	115	11	0	1	345	9	123	2.29e-73	221
TRINITY_DN4_c0_g1_i1	sp|P54453|YQEH_BACSU	28.637	433	237	11	1662	364	6	366	9.90e-41	154
TRINITY_DN14_c0_g1_i1	sp|Q9M339|RS32_ARATH	75.130	193	48	0	1	579	28	220	3.65e-99	292
TRINITY_DN14_c0_g2_i1	sp|Q9SIP7|RS31_ARATH	77.202	193	44	0	1	579	28	220	1.01e-97	287
TRINITY_DN32_c0_g1_i1	sp|O82528|RL15_PETHY	68.367	196	62	0	40	627	1	196	1.23e-78	239
TRINITY_DN32_c0_g1_i4	sp|O82528|RL15_PETHY	68.367	196	62	0	40	627	1	196	5.25e-78	237
TRINITY_DN32_c0_g1_i2	sp|O82528|RL15_PETHY	69.474	190	58	0	15	584	1	190	8.72e-78	234
TRINITY_DN32_c0_g1_i6	sp|O82528|RL15_PETHY	68.367	196	62	0	15	602	1	196	1.87e-78	238
TRINITY_DN66_c1_g1_i1	sp|P0CR38|SEC23_CRYNJ	52.021	767	353	6	2424	142	1	758	0.0	815
TRINITY_DN66_c0_g1_i3	sp|Q02766|COX1_PLAFA	62.626	99	37	0	325	621	6	104	2.29e-33	132
TRINITY_DN66_c0_g1_i23	sp|Q02766|COX1_PLAFA	60.000	130	52	0	316	705	3	132	6.57e-36	143
TRINITY_DN66_c0_g1_i18	sp|O99252|COX1_PLABE	62.109	256	88	3	1	756	219	469	3.55e-90	288
TRINITY_DN66_c0_g1_i18	sp|O99252|COX1_PLABE	64.545	220	76	1	957	1616	186	403	4.64e-70	235
TRINITY_DN66_c0_g1_i6	sp|P48875|CYB_CHOCR	52.222	90	43	0	533	802	11	100	1.89e-21	97.8
TRINITY_DN66_c0_g1_i24	sp|O99252|COX1_PLABE	65.775	187	62	1	1	561	219	403	4.37e-68	226
TRINITY_DN66_c0_g1_i24	sp|O99252|COX1_PLABE	65.363	179	60	1	650	1186	227	403	6.73e-63	212
TRINITY_DN66_c0_g1_i11	sp|O99256|CYB_PLACH	50.588	340	151	3	533	1504	8	346	9.03e-86	281
TRINITY_DN66_c0_g1_i4	sp|O99252|COX1_PLABE	64.641	181	62	1	803	1345	225	403	6.20e-63	213
TRINITY_DN66_c0_g1_i4	sp|O99252|COX1_PLABE	52.941	119	56	0	354	710	109	227	6.20e-63	50.8
TRINITY_DN66_c0_g1_i22	sp|O99252|COX1_PLABE	64.641	181	62	1	612	1154	225	403	2.53e-63	213
TRINITY_DN66_c0_g1_i17	sp|O99252|COX1_PLABE	65.775	187	62	1	1	561	219	403	1.85e-68	226
TRINITY_DN66_c0_g1_i17	sp|O99252|COX1_PLABE	65.363	179	60	1	651	1187	227	403	4.41e-63	213
TRINITY_DN66_c0_g1_i16	sp|O99252|COX1_PLABE	64.641	181	62	1	1083	1625	225	403	1.03e-95	213
TRINITY_DN66_c0_g1_i16	sp|O99252|COX1_PLABE	56.757	222	96	0	325	990	6	227	1.03e-95	160
TRINITY_DN66_c0_g1_i19	sp|O99252|COX1_PLABE	65.775	187	62	1	1	561	219	403	1.33e-68	226
TRINITY_DN66_c0_g1_i19	sp|O99252|COX1_PLABE	65.363	179	60	1	618	1154	227	403	3.20e-63	213
TRINITY_DN66_c0_g1_i10	sp|O99256|CYB_PLACH	52.569	253	119	1	533	1291	8	259	1.91e-67	224
TRINITY_DN6_c0_g1_i9	sp|Q6AZV1|HS90B_XENLA	70.190	473	136	2	62	1477	13	481	0.0	605
TRINITY_DN6_c0_g1_i15	sp|P27323|HS901_ARATH	68.567	719	204	6	57	2204	1	700	0.0	884
TRINITY_DN6_c0_g1_i1	sp|P27323|HS901_ARATH	69.868	604	165	4	57	1859	1	590	0.0	812
TRINITY_DN6_c0_g1_i12	sp|P27323|HS901_ARATH	69.545	660	184	4	57	2027	1	646	0.0	862
TRINITY_DN6_c0_g1_i3	sp|P27323|HS901_ARATH	65.538	325	97	3	57	1028	1	311	6.97e-135	402
TRINITY_DN6_c0_g1_i24	sp|P27323|HS901_ARATH	64.923	325	99	3	57	1028	1	311	5.98e-133	397
TRINITY_DN6_c0_g1_i22	sp|P27323|HS901_ARATH	66.154	325	95	3	50	1021	1	311	6.74e-133	397
TRINITY_DN6_c0_g1_i10	sp|P27323|HS901_ARATH	69.545	660	184	4	57	2027	1	646	0.0	858
TRINITY_DN6_c0_g1_i21	sp|P27323|HS901_ARATH	68.567	719	204	6	57	2204	1	700	0.0	884
TRINITY_DN6_c0_g1_i5	sp|P06660|HSP85_TRYCR	66.596	473	150	2	66	1484	2	466	0.0	613
TRINITY_DN6_c0_g1_i4	sp|P27323|HS901_ARATH	69.536	604	167	4	57	1859	1	590	0.0	808
TRINITY_DN6_c0_g1_i17	sp|P27323|HS901_ARATH	68.524	718	205	6	57	2201	1	700	0.0	879
TRINITY_DN49_c0_g1_i4	sp|P35687|RS21_ORYSJ	58.667	75	31	0	51	275	1	75	3.25e-29	104
TRINITY_DN49_c0_g1_i1	sp|P35687|RS21_ORYSJ	60.000	75	30	0	57	281	1	75	1.87e-30	108
TRINITY_DN49_c0_g1_i2	sp|P35687|RS21_ORYSJ	58.667	75	31	0	57	281	1	75	3.48e-29	104
TRINITY_DN49_c0_g1_i3	sp|P35687|RS21_ORYSJ	60.000	75	30	0	57	281	1	75	1.52e-30	108
TRINITY_DN56_c0_g1_i3	sp|P0DJ52|RL8_TETTS	71.166	163	47	0	1	489	91	253	1.72e-79	241
TRINITY_DN56_c0_g1_i4	sp|P0DJ52|RL8_TETTS	71.098	173	50	0	1	519	81	253	3.37e-86	258
TRINITY_DN56_c0_g1_i7	sp|P0DJ52|RL8_TETTS	71.098	173	50	0	1	519	81	253	3.37e-86	258
TRINITY_DN56_c0_g1_i8	sp|P0DJ52|RL8_TETTS	71.098	173	50	0	1	519	81	253	3.37e-86	258
TRINITY_DN56_c0_g1_i2	sp|P0DJ52|RL8_TETTS	71.034	145	42	0	1	435	91	235	3.96e-71	217
TRINITY_DN56_c0_g1_i6	sp|P0DJ52|RL8_TETTS	70.968	155	45	0	1	465	81	235	1.10e-77	234
TRINITY_DN56_c0_g1_i5	sp|P0DJ52|RL8_TETTS	71.098	173	50	0	1	519	81	253	3.92e-86	258
TRINITY_DN92_c0_g1_i6	sp|K9NVA6|DVNP5_HEMSX	67.000	100	26	1	66	344	33	132	2.94e-27	102
TRINITY_DN92_c0_g1_i3	sp|K9NVA6|DVNP5_HEMSX	67.000	100	26	1	66	344	33	132	1.04e-26	102
TRINITY_DN92_c0_g1_i2	sp|K9NVA6|DVNP5_HEMSX	70.000	100	30	0	50	349	33	132	6.73e-37	127
TRINITY_DN92_c0_g1_i4	sp|K9NVA6|DVNP5_HEMSX	71.000	100	29	0	50	349	33	132	9.53e-38	130
TRINITY_DN27_c0_g1_i1	sp|P51414|RL261_ARATH	66.234	77	26	0	10	240	30	106	1.59e-29	106
TRINITY_DN7_c0_g1_i7	sp|P35267|RL172_HORVU	62.805	164	60	1	53	541	1	164	4.08e-66	206
TRINITY_DN7_c0_g1_i5	sp|A8CAG3|RL17_PHLPP	57.317	164	70	0	39	530	1	164	5.44e-66	204
TRINITY_DN7_c0_g1_i4	sp|O48557|RL17_MAIZE	59.756	164	65	1	49	537	1	164	2.18e-65	204
TRINITY_DN7_c0_g1_i3	sp|P35267|RL172_HORVU	62.805	164	60	1	53	541	1	164	1.85e-66	205
TRINITY_DN77_c0_g2_i1	sp|Q7K755|GLT11_CAEEL	36.177	293	165	10	901	62	175	458	4.44e-42	157
TRINITY_DN77_c0_g1_i1	sp|Q7K755|GLT11_CAEEL	29.288	379	235	12	1118	54	175	544	4.11e-43	162
TRINITY_DN37_c0_g1_i1	sp|Q24F59|RL36_TETTS	57.282	103	43	1	434	129	2	104	7.69e-31	110
TRINITY_DN11_c0_g2_i1	sp|P35679|RL4A_SCHPO	57.612	335	135	3	1327	335	1	332	5.37e-127	375
TRINITY_DN11_c0_g1_i1	sp|P49165|RL4_URECA	58.410	327	135	1	1302	322	4	329	3.32e-128	380
TRINITY_DN11_c0_g1_i3	sp|P49165|RL4_URECA	58.410	327	135	1	1302	322	4	329	2.97e-128	380
TRINITY_DN85_c0_g2_i2	sp|Q9C512|MNS1_ARATH	35.435	333	202	8	1465	491	98	425	1.10e-71	190
TRINITY_DN85_c0_g2_i2	sp|Q9C512|MNS1_ARATH	50.926	108	48	3	504	184	431	534	1.10e-71	103
TRINITY_DN85_c0_g2_i1	sp|Q9C512|MNS1_ARATH	38.137	451	258	10	1515	184	98	534	2.20e-86	281
TRINITY_DN85_c0_g1_i1	sp|P53624|MA1A1_DROME	42.458	179	98	2	600	64	473	646	9.29e-39	144
TRINITY_DN41_c0_g2_i1	sp|Q9SGA6|RS191_ARATH	52.899	138	64	1	537	127	6	143	1.98e-28	107
TRINITY_DN41_c0_g1_i1	sp|Q9SGA6|RS191_ARATH	53.435	131	61	0	605	213	6	136	5.06e-29	109
TRINITY_DN30_c0_g1_i3	sp|P62282|RS11_RAT	69.388	147	41	4	640	212	1	147	1.16e-65	203
TRINITY_DN30_c0_g1_i4	sp|P62282|RS11_RAT	68.027	147	43	4	640	212	1	147	3.17e-64	199
TRINITY_DN30_c0_g1_i2	sp|P62282|RS11_RAT	66.460	161	47	5	569	99	1	158	4.49e-67	206
TRINITY_DN30_c0_g1_i1	sp|P62282|RS11_RAT	65.217	161	49	5	569	99	1	158	1.12e-65	202
TRINITY_DN62_c0_g1_i2	sp|O77302|RS10_LUMRU	54.082	98	42	1	1	285	5	102	2.74e-31	112
TRINITY_DN62_c0_g1_i1	sp|O77302|RS10_LUMRU	51.429	105	48	1	1	306	5	109	3.22e-31	112
TRINITY_DN88_c0_g1_i9	sp|P26182|ACT_ACHBI	90.582	361	34	0	1	1083	16	376	0.0	693
TRINITY_DN88_c0_g1_i12	sp|P26182|ACT_ACHBI	90.251	359	35	0	7	1083	1	359	0.0	683
TRINITY_DN88_c0_g1_i10	sp|P26182|ACT_ACHBI	89.894	376	38	0	7	1134	1	376	0.0	716
TRINITY_DN88_c0_g1_i14	sp|P26182|ACT_ACHBI	90.582	361	34	0	1	1083	16	376	0.0	693
TRINITY_DN88_c0_g1_i8	sp|P26182|ACT_ACHBI	89.894	376	38	0	7	1134	1	376	0.0	716
