NP_001117033.1	sp|Q5XJ10|G3P_DANRE	90.72	334	30	1	1	334	1	333	0.0	  627
NP_001117034.1	sp|Q8HYS5|MCL1_CANLF	45.66	173	91	2	115	285	179	350	1e-42	  155
NP_001117035.1	sp|Q9H343|O51I1_HUMAN	36.33	289	178	4	30	315	28	313	9e-53	  181
NP_001117036.1	sp|Q8QG64|RBX1_SALSA	100.00	108	0	0	82	189	1	108	8e-76	  229
NP_001117037.1	sp|O02747|AHR_RABIT	50.56	621	256	14	3	606	5	591	0.0	  573
NP_001117038.1	sp|P38486|LEG3_CANLF	46.00	150	54	9	108	246	15	148	2e-07	56.6
NP_001117039.1	sp|Q920L7|ELOV5_RAT	71.57	299	81	2	1	295	1	299	5e-162	  460
NP_001117040.1	sp|Q800Y2|MGP_ARGRE	62.62	107	32	3	1	103	1	103	7e-33	  117
NP_001117041.1	sp|P81018|LADD_ONCMY	82.35	187	19	1	1	173	1	187	8e-107	  310
NP_001117042.1	sp|P0DMS7|IFNA3_ONCMY	93.71	175	11	0	1	175	1	175	6e-121	  345
NP_001117043.1	sp|P41180|CASR_HUMAN	75.38	987	196	5	1	940	1	987	0.0	 1455
NP_001117044.1	sp|Q7T070|RHBG_DANRE	37.21	438	241	4	6	414	4	436	9e-96	  301
NP_001117045.1	sp|Q1KLY0|CAMP_NOMCO	32.10	81	44	2	75	153	77	148	0.66	33.5
NP_001117046.1	sp|P69062|GLHA2_ONCTS	100.00	114	0	0	1	114	1	114	2e-79	  235
NP_001117047.1	sp|Q9DEX7|FADS2_DANRE	65.42	454	147	1	1	454	1	444	0.0	  647
NP_001117048.1	sp|P10912|GHR_HUMAN	33.60	622	326	16	30	594	47	638	2e-95	  311
NP_001117049.1	sp|Q9W669|ESR21_CARAU	72.03	547	139	8	19	556	9	550	0.0	  790
NP_001117050.1	sp|O13008|FABPH_ONCMY	98.50	133	2	0	1	133	1	133	1e-89	  263
NP_001117051.1	sp|Q91ZX1|C209A_MOUSE	34.21	152	84	5	100	248	91	229	9e-19	86.3
NP_001117052.1	sp|Q9ULY5|CLC4E_HUMAN	38.46	143	71	6	98	235	80	210	2e-22	96.3
NP_001117053.1	sp|Q8HY12|CLC4M_HYLLA	41.48	135	62	5	172	301	268	390	9e-24	  103
NP_001117054.1	sp|Q9YGD3|IL1B_ONCMY	95.38	260	12	0	1	260	1	260	0.0	  523
NP_001117055.1	sp|P41688|CD8A_FELCA	26.44	208	132	7	28	218	35	238	3e-09	58.5
NP_001117056.1	sp|P01630|KV2A6_MOUSE	51.35	37	14	1	86	122	66	98	0.003	39.7
NP_001117057.1	sp|P79295|MIS_PIG	29.43	401	240	16	201	571	188	575	1e-17	90.1
NP_001117058.1	sp|P22226|CTHL1_BOVIN	30.86	81	53	1	30	110	34	111	0.004	40.0
NP_001117059.1	sp|O73872|SODC_DANRE	81.17	154	29	0	1	154	1	154	5e-86	  255
NP_001117060.1	sp|Q9Y6R7|FCGBP_HUMAN	34.72	674	409	13	40	689	862	1528	3e-103	  372
NP_001117061.1	sp|P26445|TNFB_PIG	35.84	173	96	5	78	246	43	204	4e-23	97.8
NP_001117062.1	sp|Q8JFG3|TNFA_SPAAU	49.80	255	117	5	1	246	1	253	2e-77	  241
NP_001117063.1	sp|O89110|CASP8_MOUSE	41.30	138	66	5	1	127	1	134	1e-17	82.4
NP_001117064.1	sp|P16058|ESR1_ONCMY	97.75	623	9	2	1	619	1	622	0.0	 1253
NP_001117065.1	sp|Q6VMN6|PRLHR_MOUSE	51.12	356	172	1	9	362	15	370	6e-111	  335
NP_001117066.1	sp|Q90375|GHR_COLLI	34.46	624	301	15	34	590	29	611	3e-104	  333
NP_001117067.1	sp|Q63184|E2AK2_RAT	41.03	329	131	9	177	497	225	498	4e-59	  209
NP_001117068.1	sp|Q9YHV4|FSTA_DANRE	89.13	322	33	1	1	320	1	322	0.0	  592
NP_001117069.1	sp|Q5RZ65|AGR2_DANRE	77.78	171	38	0	1	171	1	171	8e-98	  286
NP_001117070.1	sp|Q7ZZH4|AGR2B_XENLA	61.21	165	61	2	7	171	3	164	1e-63	  199
NP_001117071.1	sp|Q6IZ48|SOX8_TETNG	77.29	458	75	8	1	441	1	446	0.0	  617
NP_001117072.1	sp|P17920|MYOG_CHICK	56.28	247	82	10	1	247	1	221	2e-72	  227
NP_001117073.1	sp|Q91206|MYOD2_ONCMY	91.27	275	21	1	1	272	1	275	0.0	  528
NP_001117074.1	sp|P00687|AMY1_MOUSE	69.53	512	148	2	1	505	1	511	0.0	  771
NP_001117075.1	sp|Q96R72|OR4K3_HUMAN	31.82	242	162	3	25	265	28	267	1e-31	  126
NP_001117076.1	sp|P24405|SOML_ONCKE	97.42	233	5	1	1	232	1	233	1e-164	  461
NP_001117077.1	sp|Q5TJE4|TPSN_CANLF	30.56	445	260	18	28	442	24	449	2e-43	  163
NP_001117078.1	sp|O46542|PGS2_HORSE	69.06	362	110	1	1	362	1	360	0.0	  524
NP_001117079.1	sp|Q6VNZ9|MYF6_DANRE	76.03	242	48	5	1	235	1	239	5e-118	  343
NP_001117080.1	sp|Q5RI56|OPTN_DANRE	55.04	258	95	6	8	263	1	239	1e-68	  228
NP_001117081.1	sp|O55052|MIF_MERUN	71.05	114	32	1	1	113	1	114	7e-56	  175
NP_001117083.1	sp|P05540|CD4_RAT	24.12	257	151	8	22	266	27	251	8e-08	58.2
NP_001117084.1	sp|Q8WTV0|SCRB1_HUMAN	55.79	475	208	2	3	476	6	479	0.0	  569
NP_001117085.1	sp|P09542|MYL3_MOUSE	73.21	168	45	0	19	186	37	204	5e-88	  263
NP_001117086.1	sp|A0MT11|GET4_SALSA	100.00	322	0	0	1	322	1	322	0.0	  667
NP_001117087.1	sp|Q98925|IRF2_CHICK	53.89	360	137	10	1	343	1	348	4e-100	  306
NP_001117088.1	sp|Q13404|UB2V1_HUMAN	85.71	147	21	0	1	147	1	147	1e-92	  271
NP_001117089.1	sp|Q8JFG3|TNFA_SPAAU	41.34	254	119	9	11	244	10	253	6e-54	  180
NP_001117090.1	sp|Q8HYQ2|CCL4_MACMU	43.21	81	43	1	13	90	10	90	1e-17	76.6
NP_001117091.2	sp|Q3U5Q7|CMPK2_MOUSE	47.21	358	182	4	62	414	88	443	2e-88	  282
NP_001117092.1	sp|P29329|CD3Z_SHEEP	40.85	164	82	7	5	153	2	165	4e-27	  105
NP_001117093.1	sp|Q28072|CD3D_BOVIN	27.40	146	92	4	36	180	31	163	1e-10	60.5
NP_001117094.1	sp|Q98910|CD3E_CHICK	32.54	169	80	6	18	171	19	168	5e-17	79.0
NP_001117095.1	sp|Q02815|IGF1_ONCMY	97.73	176	4	0	1	176	1	176	2e-127	  362
NP_001117096.1	sp|P24591|IBP1_BOVIN	43.36	256	119	7	10	242	4	256	1e-56	  187
NP_001117097.1	sp|Q9PTH3|IBP2A_DANRE	76.56	273	60	2	1	273	1	269	1e-149	  427
NP_001117098.1	sp|O13018|OPSO_SALSA	100.00	323	0	0	1	323	1	323	0.0	  661
NP_001117099.1	sp|Q8JH71|ALDOB_DANRE	83.24	364	59	1	1	362	1	364	0.0	  626
NP_001117100.1	sp|Q9W785|THA_SALSA	100.00	416	0	0	1	416	1	416	0.0	  865
NP_001117101.1	sp|P17507|EF1A2_XENLA	92.41	461	35	0	1	461	1	461	0.0	  889
NP_001117102.1	sp|Q00589|SC6A6_CANLF	79.71	626	120	2	1	625	1	620	0.0	  987
NP_001117103.1	sp|Q9YGC0|RAN_SALSA	100.00	215	0	0	1	215	1	215	2e-160	  449
NP_001117104.1	sp|P32261|ANT3_MOUSE	62.36	441	165	1	10	450	24	463	0.0	  572
NP_001117105.1	sp|P14778|IL1R1_HUMAN	28.80	552	317	19	33	551	33	541	1e-60	  216
NP_001117106.1	sp|O42222|GDF8_DANRE	84.53	375	55	3	1	373	1	374	0.0	  656
NP_001117107.1	sp|P35396|PPARD_MOUSE	77.02	409	87	3	36	443	38	440	0.0	  652
NP_001117108.1	sp|P82264|DHE3_CHAAC	92.02	501	40	0	39	539	4	504	0.0	  974
NP_001117109.1	sp|Q91205|MYOD1_ONCMY	97.83	276	6	0	1	276	1	276	0.0	  558
NP_001117110.1	sp|Q9YHT3|ESR1_ANOCA	26.70	191	106	9	197	368	70	245	0.030	40.0
NP_001117111.1	sp|O57656|GPDA_TAKRU	83.09	349	59	0	2	350	3	351	0.0	  604
NP_001117112.1	sp|P62972|UBIQP_XENLA	39.74	156	90	2	1	156	16	167	7e-33	  120
NP_001117114.1	sp|Q9Z2V4|PCKGC_MOUSE	69.46	609	177	7	26	633	19	619	0.0	  891
NP_001117115.1	sp|P55025|TYRO_ORYLA	76.24	543	126	2	1	543	1	540	0.0	  868
NP_001117116.1	sp|P13349|MYF5_HUMAN	55.21	259	92	8	1	239	1	255	5e-83	  254
NP_001117117.1	sp|Q90876|IRF1_CHICK	44.70	302	137	8	1	280	1	294	8e-71	  228
NP_001117118.1	sp|P29329|CD3Z_SHEEP	41.46	164	81	7	5	153	2	165	2e-27	  105
NP_001117119.1	sp|Q02816|IGF2_ONCMY	98.13	214	4	0	1	214	1	214	5e-157	  440
NP_001117120.1	sp|B3F211|IBP2B_DANRE	63.24	253	86	4	21	272	15	261	3e-108	  321
NP_001117121.1	sp|Q07079|IBP5_MOUSE	54.38	274	113	6	1	267	1	269	4e-97	  293
NP_001117122.1	sp|Q05718|IBP6_BOVIN	41.61	161	65	3	52	184	59	218	9e-31	  117
NP_001117123.1	sp|Q61581|IBP7_MOUSE	56.10	246	95	2	24	256	30	275	4e-89	  272
NP_001117124.1	sp|Q91166|NEU1_ONCKE	96.18	157	6	0	3	159	1	157	1e-106	  308
NP_001117125.1	sp|P58681|TLR7_MOUSE	36.50	1063	619	16	22	1072	31	1049	0.0	  584
NP_001117126.1	sp|Q764M5|STAT1_PIG	68.38	740	222	8	1	730	1	738	0.0	 1023
NP_001117127.1	sp|P80426|TRFE1_SALSA	100.00	690	0	0	1	690	1	690	0.0	 1421
NP_001117128.1	sp|P84335|TPM1_LIZAU	95.42	284	13	0	1	284	1	284	3e-180	  505
NP_001117129.1	sp|P49946|FRIH_SALSA	100.00	177	0	0	1	177	1	177	1e-131	  373
NP_001117130.1	sp|P49947|FRIM_SALSA	100.00	176	0	0	1	176	1	176	1e-130	  370
NP_001117131.1	sp|Q84JE8|ZDP_ARATH	50.00	38	17	2	50	85	396	433	3.0	32.0
NP_001117132.1	sp|P68247|TNNI2_COTJA	57.39	176	75	0	3	178	5	180	1e-66	  208
NP_001117133.1	sp|Q9USR9|CENPC_SCHPO	30.51	59	36	1	97	150	356	414	3.0	32.0
NP_001117134.1	sp|P11251|HBA_SALSA	100.00	143	0	0	1	143	1	143	2e-99	  288
NP_001117135.1	sp|P27007|APOA1_SALSA	100.00	258	0	0	1	258	1	258	0.0	  521
NP_001117137.1	sp|P21848|ALBU1_SALSA	100.00	608	0	0	1	608	1	608	0.0	 1244
