chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold10.780	scaffold10	780	F	16	18.75	81.25
scaffold10.830	scaffold10	830	F	13	0.00	100.00
scaffold10.917	scaffold10	917	F	16	0.00	100.00
scaffold10.920	scaffold10	920	F	31	0.00	100.00
scaffold10.982	scaffold10	982	F	6	0.00	100.00
scaffold10.1029	scaffold10	1029	F	15	0.00	100.00
scaffold10.1041	scaffold10	1041	F	8	0.00	100.00
scaffold10.1052	scaffold10	1052	F	5	0.00	100.00
scaffold10.1258	scaffold10	1258	F	13	30.77	69.23
scaffold10.1349	scaffold10	1349	F	4	0.00	100.00
scaffold10.1503	scaffold10	1503	F	7	14.29	85.71
scaffold10.1605	scaffold10	1605	F	7	0.00	100.00
scaffold10.1615	scaffold10	1615	F	5	0.00	100.00
scaffold10.1646	scaffold10	1646	F	7	0.00	100.00
scaffold10.2561	scaffold10	2561	F	8	0.00	100.00
scaffold100.189	scaffold100	189	F	4	25.00	75.00
scaffold100.264	scaffold100	264	F	3	0.00	100.00
scaffold100.277	scaffold100	277	F	8	0.00	100.00
scaffold100.312	scaffold100	312	F	6	0.00	100.00
scaffold100.324	scaffold100	324	F	3	0.00	100.00
scaffold100.393	scaffold100	393	F	4	0.00	100.00
scaffold100.682	scaffold100	682	F	5	20.00	80.00
scaffold100.1112	scaffold100	1112	F	6	0.00	100.00
scaffold100.1152	scaffold100	1152	F	10	0.00	100.00
scaffold100.1262	scaffold100	1262	F	9	0.00	100.00
scaffold100.1277	scaffold100	1277	F	6	0.00	100.00
scaffold100.1290	scaffold100	1290	F	5	20.00	80.00
scaffold100.1299	scaffold100	1299	F	6	16.67	83.33
scaffold100.1432	scaffold100	1432	F	4	0.00	100.00
scaffold100.2658	scaffold100	2658	F	4	0.00	100.00
scaffold100.2691	scaffold100	2691	F	3	66.67	33.33
scaffold100.2702	scaffold100	2702	F	4	0.00	100.00
scaffold100.2705	scaffold100	2705	F	4	0.00	100.00
scaffold100.2819	scaffold100	2819	F	4	0.00	100.00
scaffold100.2824	scaffold100	2824	F	3	0.00	100.00
scaffold100.2838	scaffold100	2838	F	3	0.00	100.00
scaffold100.3063	scaffold100	3063	F	6	0.00	100.00
scaffold100.3075	scaffold100	3075	F	4	0.00	100.00
scaffold100.4943	scaffold100	4943	F	4	0.00	100.00
scaffold100.6101	scaffold100	6101	F	4	0.00	100.00
scaffold100.6138	scaffold100	6138	F	4	0.00	100.00
scaffold100.6159	scaffold100	6159	F	4	0.00	100.00
scaffold100.6167	scaffold100	6167	F	5	0.00	100.00
scaffold100.6176	scaffold100	6176	F	5	0.00	100.00
scaffold100.6186	scaffold100	6186	F	5	0.00	100.00
scaffold100.6216	scaffold100	6216	F	3	0.00	100.00
scaffold100.6279	scaffold100	6279	F	4	25.00	75.00
scaffold1000.29	scaffold1000	29	F	10	10.00	90.00
scaffold1000.488	scaffold1000	488	F	6	0.00	100.00
scaffold1001.57	scaffold1001	57	F	5	0.00	100.00
scaffold1001.420	scaffold1001	420	F	15	13.33	86.67
scaffold1001.888	scaffold1001	888	F	4	25.00	75.00
scaffold1001.1243	scaffold1001	1243	F	3	0.00	100.00
scaffold1001.1247	scaffold1001	1247	F	4	0.00	100.00
scaffold1001.1370	scaffold1001	1370	F	7	0.00	100.00
scaffold1001.1570	scaffold1001	1570	F	3	66.67	33.33
scaffold1002.25	scaffold1002	25	F	7	0.00	100.00
scaffold1002.37	scaffold1002	37	F	12	0.00	100.00
scaffold1002.53	scaffold1002	53	F	16	0.00	100.00
scaffold1002.57	scaffold1002	57	F	12	0.00	100.00
scaffold1002.79	scaffold1002	79	F	16	0.00	100.00
scaffold1002.104	scaffold1002	104	F	13	0.00	100.00
scaffold1002.153	scaffold1002	153	F	5	0.00	100.00
scaffold1002.191	scaffold1002	191	F	13	0.00	100.00
scaffold1002.245	scaffold1002	245	F	8	0.00	100.00
scaffold1002.958	scaffold1002	958	F	6	0.00	100.00
scaffold1002.1099	scaffold1002	1099	F	5	0.00	100.00
scaffold1002.1133	scaffold1002	1133	F	8	0.00	100.00
scaffold1002.1148	scaffold1002	1148	F	5	20.00	80.00
scaffold1002.1193	scaffold1002	1193	F	3	0.00	100.00
scaffold1002.1241	scaffold1002	1241	F	11	0.00	100.00
scaffold1002.1291	scaffold1002	1291	F	5	0.00	100.00
scaffold1002.1302	scaffold1002	1302	F	4	0.00	100.00
scaffold1002.1328	scaffold1002	1328	F	6	0.00	100.00
scaffold1002.1339	scaffold1002	1339	F	3	0.00	100.00
scaffold1002.1385	scaffold1002	1385	F	3	33.33	66.67
scaffold1002.1432	scaffold1002	1432	F	3	0.00	100.00
scaffold1002.1458	scaffold1002	1458	F	3	33.33	66.67
scaffold1002.1708	scaffold1002	1708	F	3	0.00	100.00
scaffold1002.1711	scaffold1002	1711	F	4	0.00	100.00
scaffold1002.1830	scaffold1002	1830	F	8	0.00	100.00
scaffold1002.1841	scaffold1002	1841	F	7	0.00	100.00
scaffold1002.2009	scaffold1002	2009	F	3	0.00	100.00
scaffold1002.2077	scaffold1002	2077	F	3	0.00	100.00
scaffold1002.2080	scaffold1002	2080	F	4	0.00	100.00
scaffold1002.2091	scaffold1002	2091	F	3	0.00	100.00
scaffold1002.2209	scaffold1002	2209	F	7	0.00	100.00
scaffold1002.2216	scaffold1002	2216	F	7	0.00	100.00
scaffold1002.2527	scaffold1002	2527	F	4	0.00	100.00
scaffold1002.2535	scaffold1002	2535	F	3	0.00	100.00
scaffold1002.2905	scaffold1002	2905	F	7	0.00	100.00
scaffold1002.3012	scaffold1002	3012	F	18	11.11	88.89
scaffold1002.3047	scaffold1002	3047	F	3	0.00	100.00
scaffold1002.3057	scaffold1002	3057	F	3	0.00	100.00
scaffold1002.3287	scaffold1002	3287	F	3	0.00	100.00
scaffold1002.3321	scaffold1002	3321	F	3	0.00	100.00
scaffold1002.3332	scaffold1002	3332	F	5	0.00	100.00
scaffold1002.3625	scaffold1002	3625	F	3	0.00	100.00
scaffold1002.3670	scaffold1002	3670	F	3	0.00	100.00
scaffold1002.3699	scaffold1002	3699	F	3	0.00	100.00
scaffold1002.3709	scaffold1002	3709	F	6	0.00	100.00
scaffold1002.3735	scaffold1002	3735	F	6	0.00	100.00
scaffold1002.3749	scaffold1002	3749	F	3	0.00	100.00
scaffold1002.3928	scaffold1002	3928	F	4	0.00	100.00
scaffold1002.3984	scaffold1002	3984	F	3	0.00	100.00
scaffold1002.4208	scaffold1002	4208	F	4	0.00	100.00
scaffold1002.4253	scaffold1002	4253	F	5	0.00	100.00
scaffold1002.4420	scaffold1002	4420	F	3	0.00	100.00
scaffold1002.6952	scaffold1002	6952	F	3	0.00	100.00
scaffold1002.7563	scaffold1002	7563	F	5	0.00	100.00
scaffold1002.7577	scaffold1002	7577	F	4	0.00	100.00
scaffold1002.8078	scaffold1002	8078	F	4	0.00	100.00
scaffold1002.8104	scaffold1002	8104	F	3	0.00	100.00
scaffold1002.9277	scaffold1002	9277	F	4	0.00	100.00
scaffold1002.9293	scaffold1002	9293	F	5	0.00	100.00
scaffold1002.9550	scaffold1002	9550	F	4	0.00	100.00
scaffold1002.9947	scaffold1002	9947	F	3	0.00	100.00
scaffold1002.10080	scaffold1002	10080	F	4	0.00	100.00
scaffold1002.10850	scaffold1002	10850	F	4	0.00	100.00
scaffold1002.10856	scaffold1002	10856	F	5	0.00	100.00
scaffold1002.10870	scaffold1002	10870	F	4	0.00	100.00
scaffold1002.11578	scaffold1002	11578	F	3	33.33	66.67
scaffold1002.12376	scaffold1002	12376	F	3	0.00	100.00
scaffold1002.12860	scaffold1002	12860	F	3	33.33	66.67
scaffold1002.12881	scaffold1002	12881	F	3	0.00	100.00
scaffold1003.99	scaffold1003	99	F	4	0.00	100.00
scaffold1003.483	scaffold1003	483	F	8	0.00	100.00
scaffold1003.501	scaffold1003	501	F	6	0.00	100.00
scaffold1003.505	scaffold1003	505	F	5	0.00	100.00
scaffold1003.688	scaffold1003	688	F	7	0.00	100.00
scaffold1003.709	scaffold1003	709	F	9	0.00	100.00
scaffold1003.738	scaffold1003	738	F	9	0.00	100.00
scaffold1003.743	scaffold1003	743	F	8	0.00	100.00
scaffold1003.758	scaffold1003	758	F	4	25.00	75.00
scaffold1003.1005	scaffold1003	1005	F	3	0.00	100.00
scaffold1003.1614	scaffold1003	1614	F	6	0.00	100.00
scaffold1003.1618	scaffold1003	1618	F	4	25.00	75.00
scaffold1004.17	scaffold1004	17	F	3	0.00	100.00
scaffold1004.32	scaffold1004	32	F	13	0.00	100.00
scaffold1004.67	scaffold1004	67	F	19	0.00	100.00
scaffold1004.73	scaffold1004	73	F	31	12.90	87.10
scaffold1004.83	scaffold1004	83	F	30	0.00	100.00
scaffold1004.88	scaffold1004	88	F	23	0.00	100.00
scaffold1004.104	scaffold1004	104	F	24	0.00	100.00
scaffold1004.134	scaffold1004	134	F	8	0.00	100.00
scaffold1004.137	scaffold1004	137	F	15	0.00	100.00
scaffold1004.207	scaffold1004	207	F	5	0.00	100.00
scaffold1004.218	scaffold1004	218	F	9	0.00	100.00
scaffold1004.237	scaffold1004	237	F	11	0.00	100.00
scaffold1004.246	scaffold1004	246	F	5	0.00	100.00
scaffold1004.252	scaffold1004	252	F	6	16.67	83.33
scaffold1004.281	scaffold1004	281	F	8	0.00	100.00
scaffold1004.305	scaffold1004	305	F	4	0.00	100.00
scaffold1004.334	scaffold1004	334	F	10	0.00	100.00
scaffold1004.353	scaffold1004	353	F	4	0.00	100.00
scaffold1004.357	scaffold1004	357	F	10	0.00	100.00
scaffold1004.369	scaffold1004	369	F	8	0.00	100.00
scaffold1004.372	scaffold1004	372	F	8	0.00	100.00
scaffold1004.383	scaffold1004	383	F	5	0.00	100.00
scaffold1004.391	scaffold1004	391	F	3	0.00	100.00
scaffold1004.555	scaffold1004	555	F	5	0.00	100.00
scaffold1004.641	scaffold1004	641	F	5	0.00	100.00
scaffold1004.719	scaffold1004	719	F	3	0.00	100.00
scaffold1004.851	scaffold1004	851	F	3	0.00	100.00
scaffold1004.974	scaffold1004	974	F	3	33.33	66.67
scaffold1004.1000	scaffold1004	1000	F	4	0.00	100.00
scaffold1004.1009	scaffold1004	1009	F	6	0.00	100.00
scaffold1004.1013	scaffold1004	1013	F	3	0.00	100.00
scaffold1004.1083	scaffold1004	1083	F	5	0.00	100.00
scaffold1004.1111	scaffold1004	1111	F	6	0.00	100.00
scaffold1004.1114	scaffold1004	1114	F	4	0.00	100.00
scaffold1004.1129	scaffold1004	1129	F	7	0.00	100.00
scaffold1004.1195	scaffold1004	1195	F	5	20.00	80.00
scaffold1004.1210	scaffold1004	1210	F	8	0.00	100.00
scaffold1004.1214	scaffold1004	1214	F	6	0.00	100.00
scaffold1004.1885	scaffold1004	1885	F	3	0.00	100.00
scaffold1004.1998	scaffold1004	1998	F	3	0.00	100.00
scaffold1004.3296	scaffold1004	3296	F	3	0.00	100.00
scaffold1004.3358	scaffold1004	3358	F	4	75.00	25.00
scaffold1004.3371	scaffold1004	3371	F	4	25.00	75.00
scaffold1004.3374	scaffold1004	3374	F	5	0.00	100.00
scaffold1004.5439	scaffold1004	5439	F	5	0.00	100.00
scaffold1004.5684	scaffold1004	5684	F	3	0.00	100.00
scaffold1004.6686	scaffold1004	6686	F	3	0.00	100.00
scaffold1004.6797	scaffold1004	6797	F	3	0.00	100.00
scaffold1004.8225	scaffold1004	8225	F	3	0.00	100.00
scaffold1004.8366	scaffold1004	8366	F	4	0.00	100.00
scaffold1004.9669	scaffold1004	9669	F	3	0.00	100.00
scaffold1004.9710	scaffold1004	9710	F	4	0.00	100.00
scaffold1004.9719	scaffold1004	9719	F	4	0.00	100.00
scaffold1004.9939	scaffold1004	9939	F	3	0.00	100.00
scaffold1004.12884	scaffold1004	12884	F	3	0.00	100.00
scaffold1004.12912	scaffold1004	12912	F	3	0.00	100.00
scaffold1004.13325	scaffold1004	13325	F	3	0.00	100.00
scaffold1004.13411	scaffold1004	13411	F	3	33.33	66.67
scaffold1004.13434	scaffold1004	13434	F	3	100.00	0.00
scaffold1004.13438	scaffold1004	13438	F	3	66.67	33.33
scaffold1004.14122	scaffold1004	14122	F	3	0.00	100.00
scaffold1004.14265	scaffold1004	14265	F	10	0.00	100.00
scaffold1004.14314	scaffold1004	14314	F	8	0.00	100.00
scaffold1004.14436	scaffold1004	14436	F	12	0.00	100.00
scaffold1004.14512	scaffold1004	14512	F	8	0.00	100.00
scaffold1004.14522	scaffold1004	14522	F	10	0.00	100.00
scaffold1004.14531	scaffold1004	14531	F	12	0.00	100.00
scaffold1004.14560	scaffold1004	14560	F	5	0.00	100.00
scaffold1004.15210	scaffold1004	15210	F	3	0.00	100.00
scaffold1004.15227	scaffold1004	15227	F	3	0.00	100.00
scaffold1004.15940	scaffold1004	15940	F	3	0.00	100.00
scaffold1004.15956	scaffold1004	15956	F	3	33.33	66.67
scaffold1004.16082	scaffold1004	16082	F	3	0.00	100.00
scaffold1004.16575	scaffold1004	16575	F	3	0.00	100.00
scaffold1004.16598	scaffold1004	16598	F	3	33.33	66.67
scaffold1004.16829	scaffold1004	16829	F	4	0.00	100.00
scaffold1004.16832	scaffold1004	16832	F	3	66.67	33.33
scaffold1004.17333	scaffold1004	17333	F	4	0.00	100.00
scaffold1004.17350	scaffold1004	17350	F	6	0.00	100.00
scaffold1004.18504	scaffold1004	18504	F	5	20.00	80.00
scaffold1004.18525	scaffold1004	18525	F	4	25.00	75.00
scaffold1004.18531	scaffold1004	18531	F	4	50.00	50.00
scaffold1004.19632	scaffold1004	19632	F	6	0.00	100.00
scaffold1005.21	scaffold1005	21	F	6	0.00	100.00
scaffold1005.113	scaffold1005	113	F	14	7.14	92.86
scaffold1005.226	scaffold1005	226	F	4	25.00	75.00
scaffold1005.247	scaffold1005	247	F	3	33.33	66.67
scaffold1005.354	scaffold1005	354	F	9	0.00	100.00
scaffold1005.394	scaffold1005	394	F	4	0.00	100.00
scaffold1005.473	scaffold1005	473	F	4	0.00	100.00
scaffold1005.507	scaffold1005	507	F	3	0.00	100.00
scaffold1005.617	scaffold1005	617	F	4	0.00	100.00
scaffold1005.621	scaffold1005	621	F	3	0.00	100.00
scaffold1005.733	scaffold1005	733	F	6	0.00	100.00
scaffold1005.753	scaffold1005	753	F	3	0.00	100.00
scaffold1005.755	scaffold1005	755	F	9	11.11	88.89
scaffold1005.760	scaffold1005	760	F	4	0.00	100.00
scaffold1005.772	scaffold1005	772	F	4	0.00	100.00
scaffold1005.799	scaffold1005	799	F	3	0.00	100.00
scaffold1005.839	scaffold1005	839	F	4	0.00	100.00
scaffold1005.857	scaffold1005	857	F	5	0.00	100.00
scaffold1005.865	scaffold1005	865	F	5	0.00	100.00
scaffold1005.884	scaffold1005	884	F	4	0.00	100.00
scaffold1005.1033	scaffold1005	1033	F	7	0.00	100.00
scaffold1005.1072	scaffold1005	1072	F	4	0.00	100.00
scaffold1005.1138	scaffold1005	1138	F	3	0.00	100.00
scaffold1005.1228	scaffold1005	1228	F	5	0.00	100.00
scaffold1005.1376	scaffold1005	1376	F	3	0.00	100.00
scaffold1005.1389	scaffold1005	1389	F	3	0.00	100.00
scaffold1005.1738	scaffold1005	1738	F	3	0.00	100.00
scaffold1005.2196	scaffold1005	2196	F	18	0.00	100.00
scaffold1005.2217	scaffold1005	2217	F	21	0.00	100.00
scaffold1006.54	scaffold1006	54	F	21	0.00	100.00
scaffold1006.122	scaffold1006	122	F	12	0.00	100.00
scaffold1006.494	scaffold1006	494	F	5	0.00	100.00
scaffold1006.512	scaffold1006	512	F	4	0.00	100.00
scaffold1006.572	scaffold1006	572	F	4	0.00	100.00
scaffold1006.610	scaffold1006	610	F	4	0.00	100.00
scaffold1006.670	scaffold1006	670	F	7	0.00	100.00
scaffold1006.759	scaffold1006	759	F	3	0.00	100.00
scaffold1006.1092	scaffold1006	1092	F	5	0.00	100.00
scaffold1006.1110	scaffold1006	1110	F	5	20.00	80.00
scaffold1007.32	scaffold1007	32	F	9	0.00	100.00
scaffold1007.41	scaffold1007	41	F	6	0.00	100.00
scaffold1007.105	scaffold1007	105	F	10	10.00	90.00
scaffold1007.117	scaffold1007	117	F	11	0.00	100.00
scaffold1007.146	scaffold1007	146	F	7	14.29	85.71
scaffold1007.168	scaffold1007	168	F	5	0.00	100.00
scaffold1007.177	scaffold1007	177	F	9	0.00	100.00
scaffold1007.282	scaffold1007	282	F	8	25.00	75.00
scaffold1007.293	scaffold1007	293	F	9	11.11	88.89
scaffold1007.342	scaffold1007	342	F	3	0.00	100.00
scaffold1007.1076	scaffold1007	1076	F	4	25.00	75.00
scaffold1007.1104	scaffold1007	1104	F	5	20.00	80.00
scaffold1007.1767	scaffold1007	1767	F	5	40.00	60.00
scaffold1007.1865	scaffold1007	1865	F	3	0.00	100.00
scaffold1007.1869	scaffold1007	1869	F	3	0.00	100.00
scaffold1007.1897	scaffold1007	1897	F	14	7.14	92.86
scaffold1007.1905	scaffold1007	1905	F	12	8.33	91.67
scaffold1007.1942	scaffold1007	1942	F	5	0.00	100.00
scaffold1007.1949	scaffold1007	1949	F	5	0.00	100.00
scaffold1007.1962	scaffold1007	1962	F	5	0.00	100.00
scaffold1007.1987	scaffold1007	1987	F	15	6.67	93.33
scaffold1007.2128	scaffold1007	2128	F	5	20.00	80.00
scaffold1007.2140	scaffold1007	2140	F	6	0.00	100.00
scaffold1007.2197	scaffold1007	2197	F	6	16.67	83.33
scaffold1007.2206	scaffold1007	2206	F	12	8.33	91.67
scaffold1007.2244	scaffold1007	2244	F	5	0.00	100.00
scaffold1007.2255	scaffold1007	2255	F	6	16.67	83.33
scaffold1007.2261	scaffold1007	2261	F	5	0.00	100.00
scaffold1007.2279	scaffold1007	2279	F	3	0.00	100.00
scaffold1007.2415	scaffold1007	2415	F	8	0.00	100.00
scaffold1007.2453	scaffold1007	2453	F	3	0.00	100.00
scaffold1007.2537	scaffold1007	2537	F	3	66.67	33.33
scaffold1007.3139	scaffold1007	3139	F	6	0.00	100.00
scaffold1007.3180	scaffold1007	3180	F	5	0.00	100.00
scaffold1007.3511	scaffold1007	3511	F	3	0.00	100.00
scaffold1007.3720	scaffold1007	3720	F	3	0.00	100.00
scaffold1007.3727	scaffold1007	3727	F	3	0.00	100.00
scaffold1007.3895	scaffold1007	3895	F	3	0.00	100.00
scaffold1007.4192	scaffold1007	4192	F	4	75.00	25.00
scaffold1007.4196	scaffold1007	4196	F	4	0.00	100.00
scaffold1007.4282	scaffold1007	4282	F	3	0.00	100.00
scaffold1007.4309	scaffold1007	4309	F	3	0.00	100.00
scaffold1007.4653	scaffold1007	4653	F	4	25.00	75.00
scaffold1007.4677	scaffold1007	4677	F	3	0.00	100.00
scaffold1007.4799	scaffold1007	4799	F	6	0.00	100.00
scaffold1007.4821	scaffold1007	4821	F	3	0.00	100.00
scaffold1007.5081	scaffold1007	5081	F	4	0.00	100.00
scaffold1007.5147	scaffold1007	5147	F	3	0.00	100.00
scaffold1007.6379	scaffold1007	6379	F	5	20.00	80.00
scaffold1007.6393	scaffold1007	6393	F	4	0.00	100.00
scaffold1007.6595	scaffold1007	6595	F	3	0.00	100.00
scaffold1007.6723	scaffold1007	6723	F	3	0.00	100.00
scaffold1007.6737	scaffold1007	6737	F	3	0.00	100.00
scaffold1008.25	scaffold1008	25	F	7	0.00	100.00
scaffold1008.45	scaffold1008	45	F	14	0.00	100.00
scaffold1008.53	scaffold1008	53	F	6	0.00	100.00
scaffold1008.56	scaffold1008	56	F	12	0.00	100.00
scaffold1008.67	scaffold1008	67	F	10	0.00	100.00
scaffold1008.81	scaffold1008	81	F	11	0.00	100.00
scaffold1008.111	scaffold1008	111	F	16	0.00	100.00
scaffold1008.129	scaffold1008	129	F	9	0.00	100.00
scaffold1008.246	scaffold1008	246	F	5	20.00	80.00
scaffold1008.290	scaffold1008	290	F	12	0.00	100.00
scaffold1008.330	scaffold1008	330	F	5	0.00	100.00
scaffold1008.346	scaffold1008	346	F	3	0.00	100.00
scaffold1008.353	scaffold1008	353	F	8	0.00	100.00
scaffold1008.385	scaffold1008	385	F	9	0.00	100.00
scaffold1008.429	scaffold1008	429	F	14	14.29	85.71
scaffold1008.479	scaffold1008	479	F	8	0.00	100.00
scaffold1008.501	scaffold1008	501	F	9	0.00	100.00
scaffold1008.540	scaffold1008	540	F	5	0.00	100.00
scaffold1008.560	scaffold1008	560	F	11	0.00	100.00
scaffold1008.665	scaffold1008	665	F	6	0.00	100.00
scaffold1008.667	scaffold1008	667	F	13	0.00	100.00
scaffold1008.772	scaffold1008	772	F	3	0.00	100.00
scaffold1008.977	scaffold1008	977	F	4	0.00	100.00
scaffold1008.1051	scaffold1008	1051	F	3	0.00	100.00
scaffold1008.1177	scaffold1008	1177	F	28	0.00	100.00
scaffold1008.1744	scaffold1008	1744	F	3	0.00	100.00
scaffold1008.1842	scaffold1008	1842	F	3	0.00	100.00
scaffold1008.1865	scaffold1008	1865	F	4	0.00	100.00
scaffold1009.486	scaffold1009	486	F	4	0.00	100.00
scaffold1009.536	scaffold1009	536	F	3	0.00	100.00
scaffold1009.554	scaffold1009	554	F	4	0.00	100.00
scaffold1009.564	scaffold1009	564	F	5	0.00	100.00
scaffold1009.571	scaffold1009	571	F	3	0.00	100.00
scaffold1009.651	scaffold1009	651	F	4	0.00	100.00
scaffold1009.822	scaffold1009	822	F	9	0.00	100.00
scaffold1009.886	scaffold1009	886	F	5	20.00	80.00
scaffold1009.914	scaffold1009	914	F	6	0.00	100.00
scaffold1009.922	scaffold1009	922	F	6	0.00	100.00
scaffold1009.958	scaffold1009	958	F	8	0.00	100.00
scaffold1009.1043	scaffold1009	1043	F	4	25.00	75.00
scaffold1009.1200	scaffold1009	1200	F	3	0.00	100.00
scaffold1009.1212	scaffold1009	1212	F	5	20.00	80.00
scaffold1009.1740	scaffold1009	1740	F	3	0.00	100.00
scaffold1009.2033	scaffold1009	2033	F	9	0.00	100.00
scaffold1009.2036	scaffold1009	2036	F	8	0.00	100.00
scaffold1009.2131	scaffold1009	2131	F	3	0.00	100.00
scaffold1009.2176	scaffold1009	2176	F	4	0.00	100.00
scaffold1009.2195	scaffold1009	2195	F	9	0.00	100.00
scaffold1009.2252	scaffold1009	2252	F	5	0.00	100.00
scaffold1009.2285	scaffold1009	2285	F	6	0.00	100.00
scaffold1009.2462	scaffold1009	2462	F	3	0.00	100.00
scaffold1009.2522	scaffold1009	2522	F	4	25.00	75.00
scaffold1009.2532	scaffold1009	2532	F	4	25.00	75.00
scaffold1009.2550	scaffold1009	2550	F	4	25.00	75.00
scaffold1009.2739	scaffold1009	2739	F	4	0.00	100.00
scaffold1009.2751	scaffold1009	2751	F	3	0.00	100.00
scaffold1009.2858	scaffold1009	2858	F	4	25.00	75.00
scaffold1009.3481	scaffold1009	3481	F	3	0.00	100.00
scaffold1009.3487	scaffold1009	3487	F	3	0.00	100.00
scaffold101.78	scaffold101	78	F	33	0.00	100.00
scaffold101.96	scaffold101	96	F	23	0.00	100.00
scaffold101.107	scaffold101	107	F	11	9.09	90.91
scaffold101.111	scaffold101	111	F	9	0.00	100.00
scaffold101.131	scaffold101	131	F	6	0.00	100.00
scaffold101.217	scaffold101	217	F	9	0.00	100.00
scaffold101.227	scaffold101	227	F	3	0.00	100.00
scaffold101.241	scaffold101	241	F	3	0.00	100.00
scaffold101.255	scaffold101	255	F	4	0.00	100.00
scaffold101.258	scaffold101	258	F	3	0.00	100.00
scaffold101.268	scaffold101	268	F	6	0.00	100.00
scaffold101.315	scaffold101	315	F	4	0.00	100.00
