chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold1002.153	scaffold1002	153	F	3	33.33	66.67
scaffold1002.191	scaffold1002	191	F	14	0.00	100.00
scaffold1002.245	scaffold1002	245	F	5	0.00	100.00
scaffold1002.350	scaffold1002	350	F	4	0.00	100.00
scaffold1002.1093	scaffold1002	1093	F	4	0.00	100.00
scaffold1002.1099	scaffold1002	1099	F	5	0.00	100.00
scaffold1002.1133	scaffold1002	1133	F	9	0.00	100.00
scaffold1002.1148	scaffold1002	1148	F	5	0.00	100.00
scaffold1002.1193	scaffold1002	1193	F	5	20.00	80.00
scaffold1002.1291	scaffold1002	1291	F	8	0.00	100.00
scaffold1002.1302	scaffold1002	1302	F	7	0.00	100.00
scaffold1002.1328	scaffold1002	1328	F	7	0.00	100.00
scaffold1002.1339	scaffold1002	1339	F	3	0.00	100.00
scaffold1002.1385	scaffold1002	1385	F	5	40.00	60.00
scaffold1002.1427	scaffold1002	1427	F	4	0.00	100.00
scaffold1002.1458	scaffold1002	1458	F	3	0.00	100.00
scaffold1002.1619	scaffold1002	1619	F	3	0.00	100.00
scaffold1002.1697	scaffold1002	1697	F	3	0.00	100.00
scaffold1002.1762	scaffold1002	1762	F	3	0.00	100.00
scaffold1002.1830	scaffold1002	1830	F	3	0.00	100.00
scaffold1002.1841	scaffold1002	1841	F	5	0.00	100.00
scaffold1002.2034	scaffold1002	2034	F	3	0.00	100.00
scaffold1002.2091	scaffold1002	2091	F	3	0.00	100.00
scaffold1002.2121	scaffold1002	2121	F	3	0.00	100.00
scaffold1002.2527	scaffold1002	2527	F	3	0.00	100.00
scaffold1002.2535	scaffold1002	2535	F	4	0.00	100.00
scaffold1002.2905	scaffold1002	2905	F	5	0.00	100.00
scaffold1002.3012	scaffold1002	3012	F	24	8.33	91.67
scaffold1002.3047	scaffold1002	3047	F	4	0.00	100.00
scaffold1002.3060	scaffold1002	3060	F	4	0.00	100.00
scaffold1002.3091	scaffold1002	3091	F	4	0.00	100.00
scaffold1002.3173	scaffold1002	3173	F	3	0.00	100.00
scaffold1002.3201	scaffold1002	3201	F	4	0.00	100.00
scaffold1002.3324	scaffold1002	3324	F	3	0.00	100.00
scaffold1002.3332	scaffold1002	3332	F	3	0.00	100.00
scaffold1002.3546	scaffold1002	3546	F	4	0.00	100.00
scaffold1002.3709	scaffold1002	3709	F	6	16.67	83.33
scaffold1002.3735	scaffold1002	3735	F	9	0.00	100.00
scaffold1002.3749	scaffold1002	3749	F	4	0.00	100.00
scaffold1002.3754	scaffold1002	3754	F	3	0.00	100.00
scaffold1002.3813	scaffold1002	3813	F	3	33.33	66.67
scaffold1002.3820	scaffold1002	3820	F	3	0.00	100.00
scaffold1002.3831	scaffold1002	3831	F	5	0.00	100.00
scaffold1002.3867	scaffold1002	3867	F	4	0.00	100.00
scaffold1002.3885	scaffold1002	3885	F	4	0.00	100.00
scaffold1002.3888	scaffold1002	3888	F	4	0.00	100.00
scaffold1002.3892	scaffold1002	3892	F	4	0.00	100.00
scaffold1002.3905	scaffold1002	3905	F	6	0.00	100.00
scaffold1002.3928	scaffold1002	3928	F	3	0.00	100.00
scaffold1002.4027	scaffold1002	4027	F	3	0.00	100.00
scaffold1002.4129	scaffold1002	4129	F	4	0.00	100.00
scaffold1002.4169	scaffold1002	4169	F	3	0.00	100.00
scaffold1002.4253	scaffold1002	4253	F	5	0.00	100.00
scaffold1002.5653	scaffold1002	5653	F	3	0.00	100.00
scaffold1002.5689	scaffold1002	5689	F	3	0.00	100.00
scaffold1002.7130	scaffold1002	7130	F	3	0.00	100.00
scaffold1002.7563	scaffold1002	7563	F	3	0.00	100.00
scaffold1002.8646	scaffold1002	8646	F	3	0.00	100.00
scaffold1002.10080	scaffold1002	10080	F	6	0.00	100.00
scaffold1002.10083	scaffold1002	10083	F	6	16.67	83.33
scaffold1002.10092	scaffold1002	10092	F	3	0.00	100.00
scaffold1002.10107	scaffold1002	10107	F	4	0.00	100.00
scaffold1002.11122	scaffold1002	11122	F	4	25.00	75.00
scaffold1002.11659	scaffold1002	11659	F	3	0.00	100.00
scaffold1002.11679	scaffold1002	11679	F	3	0.00	100.00
scaffold1002.11695	scaffold1002	11695	F	3	0.00	100.00
scaffold1002.12145	scaffold1002	12145	F	3	0.00	100.00
scaffold1002.12173	scaffold1002	12173	F	3	0.00	100.00
scaffold1002.12178	scaffold1002	12178	F	3	0.00	100.00
scaffold1002.12376	scaffold1002	12376	F	3	0.00	100.00
scaffold1002.12388	scaffold1002	12388	F	3	0.00	100.00
scaffold1002.12719	scaffold1002	12719	F	4	0.00	100.00
scaffold1002.12747	scaffold1002	12747	F	3	0.00	100.00
scaffold1003.99	scaffold1003	99	F	8	0.00	100.00
scaffold1003.483	scaffold1003	483	F	3	0.00	100.00
scaffold1003.486	scaffold1003	486	F	3	0.00	100.00
scaffold1003.501	scaffold1003	501	F	6	16.67	83.33
scaffold1003.505	scaffold1003	505	F	4	0.00	100.00
scaffold1003.688	scaffold1003	688	F	6	0.00	100.00
scaffold1003.709	scaffold1003	709	F	8	0.00	100.00
scaffold1003.738	scaffold1003	738	F	12	0.00	100.00
scaffold1003.743	scaffold1003	743	F	6	0.00	100.00
scaffold1003.758	scaffold1003	758	F	5	0.00	100.00
scaffold1003.1005	scaffold1003	1005	F	3	0.00	100.00
scaffold1004.32	scaffold1004	32	F	6	0.00	100.00
scaffold1004.67	scaffold1004	67	F	17	0.00	100.00
scaffold1004.73	scaffold1004	73	F	27	7.41	92.59
scaffold1004.83	scaffold1004	83	F	26	0.00	100.00
scaffold1004.88	scaffold1004	88	F	25	0.00	100.00
scaffold1004.104	scaffold1004	104	F	57	0.00	100.00
scaffold1004.134	scaffold1004	134	F	9	0.00	100.00
scaffold1004.137	scaffold1004	137	F	23	0.00	100.00
scaffold1004.207	scaffold1004	207	F	5	0.00	100.00
scaffold1004.218	scaffold1004	218	F	6	0.00	100.00
scaffold1004.237	scaffold1004	237	F	7	0.00	100.00
scaffold1004.246	scaffold1004	246	F	4	0.00	100.00
scaffold1004.252	scaffold1004	252	F	8	0.00	100.00
scaffold1004.281	scaffold1004	281	F	6	0.00	100.00
scaffold1004.334	scaffold1004	334	F	13	0.00	100.00
scaffold1004.353	scaffold1004	353	F	4	0.00	100.00
scaffold1004.357	scaffold1004	357	F	7	0.00	100.00
scaffold1004.369	scaffold1004	369	F	5	0.00	100.00
scaffold1004.372	scaffold1004	372	F	6	0.00	100.00
scaffold1004.383	scaffold1004	383	F	6	0.00	100.00
scaffold1004.391	scaffold1004	391	F	3	0.00	100.00
scaffold1004.432	scaffold1004	432	F	6	0.00	100.00
scaffold1004.555	scaffold1004	555	F	5	0.00	100.00
scaffold1004.566	scaffold1004	566	F	5	0.00	100.00
scaffold1004.641	scaffold1004	641	F	5	0.00	100.00
scaffold1004.715	scaffold1004	715	F	4	0.00	100.00
scaffold1004.719	scaffold1004	719	F	3	0.00	100.00
scaffold1004.851	scaffold1004	851	F	3	0.00	100.00
scaffold1004.974	scaffold1004	974	F	4	0.00	100.00
scaffold1004.981	scaffold1004	981	F	4	0.00	100.00
scaffold1004.1111	scaffold1004	1111	F	3	0.00	100.00
scaffold1004.1114	scaffold1004	1114	F	6	0.00	100.00
scaffold1004.1129	scaffold1004	1129	F	8	0.00	100.00
scaffold1004.1195	scaffold1004	1195	F	7	0.00	100.00
scaffold1004.1210	scaffold1004	1210	F	6	0.00	100.00
scaffold1004.1214	scaffold1004	1214	F	8	25.00	75.00
scaffold1004.1234	scaffold1004	1234	F	3	0.00	100.00
scaffold1004.1796	scaffold1004	1796	F	3	0.00	100.00
scaffold1004.1955	scaffold1004	1955	F	4	0.00	100.00
scaffold1004.1998	scaffold1004	1998	F	5	0.00	100.00
scaffold1004.2888	scaffold1004	2888	F	4	0.00	100.00
scaffold1004.3516	scaffold1004	3516	F	6	0.00	100.00
scaffold1004.3550	scaffold1004	3550	F	3	33.33	66.67
scaffold1004.5384	scaffold1004	5384	F	4	0.00	100.00
scaffold1004.5684	scaffold1004	5684	F	8	0.00	100.00
scaffold1004.5881	scaffold1004	5881	F	3	0.00	100.00
scaffold1004.6315	scaffold1004	6315	F	4	0.00	100.00
scaffold1004.6325	scaffold1004	6325	F	3	0.00	100.00
scaffold1004.6353	scaffold1004	6353	F	3	0.00	100.00
scaffold1004.6730	scaffold1004	6730	F	3	0.00	100.00
scaffold1004.7070	scaffold1004	7070	F	3	0.00	100.00
scaffold1004.7641	scaffold1004	7641	F	3	0.00	100.00
scaffold1004.7683	scaffold1004	7683	F	3	0.00	100.00
scaffold1004.8204	scaffold1004	8204	F	3	0.00	100.00
scaffold1004.8366	scaffold1004	8366	F	4	0.00	100.00
scaffold1004.9939	scaffold1004	9939	F	3	0.00	100.00
scaffold1004.10415	scaffold1004	10415	F	3	0.00	100.00
scaffold1004.10549	scaffold1004	10549	F	3	0.00	100.00
scaffold1004.12762	scaffold1004	12762	F	3	33.33	66.67
scaffold1004.13434	scaffold1004	13434	F	3	100.00	0.00
scaffold1004.13438	scaffold1004	13438	F	3	100.00	0.00
scaffold1004.13479	scaffold1004	13479	F	3	0.00	100.00
scaffold1004.14265	scaffold1004	14265	F	9	11.11	88.89
scaffold1004.14314	scaffold1004	14314	F	8	0.00	100.00
scaffold1004.14436	scaffold1004	14436	F	20	10.00	90.00
scaffold1004.14479	scaffold1004	14479	F	7	28.57	71.43
scaffold1004.14512	scaffold1004	14512	F	8	0.00	100.00
scaffold1004.14522	scaffold1004	14522	F	8	0.00	100.00
scaffold1004.14531	scaffold1004	14531	F	8	0.00	100.00
scaffold1004.14916	scaffold1004	14916	F	4	0.00	100.00
scaffold1004.14923	scaffold1004	14923	F	4	0.00	100.00
scaffold1004.15053	scaffold1004	15053	F	3	0.00	100.00
scaffold1004.15057	scaffold1004	15057	F	3	0.00	100.00
scaffold1004.16575	scaffold1004	16575	F	6	16.67	83.33
scaffold1004.16598	scaffold1004	16598	F	6	16.67	83.33
scaffold1004.16611	scaffold1004	16611	F	6	16.67	83.33
scaffold1004.16618	scaffold1004	16618	F	4	25.00	75.00
scaffold1004.16620	scaffold1004	16620	F	3	33.33	66.67
scaffold1004.16829	scaffold1004	16829	F	3	0.00	100.00
scaffold1004.17400	scaffold1004	17400	F	3	0.00	100.00
scaffold1004.17404	scaffold1004	17404	F	3	0.00	100.00
scaffold1004.18504	scaffold1004	18504	F	4	0.00	100.00
scaffold1004.18525	scaffold1004	18525	F	4	25.00	75.00
scaffold1004.18531	scaffold1004	18531	F	5	20.00	80.00
scaffold1004.18558	scaffold1004	18558	F	4	25.00	75.00
scaffold1004.19632	scaffold1004	19632	F	3	0.00	100.00
scaffold1005.21	scaffold1005	21	F	8	0.00	100.00
scaffold1005.113	scaffold1005	113	F	11	0.00	100.00
scaffold1005.226	scaffold1005	226	F	5	20.00	80.00
scaffold1005.247	scaffold1005	247	F	4	0.00	100.00
scaffold1005.354	scaffold1005	354	F	4	0.00	100.00
scaffold1005.394	scaffold1005	394	F	6	0.00	100.00
scaffold1005.473	scaffold1005	473	F	9	0.00	100.00
scaffold1005.504	scaffold1005	504	F	3	0.00	100.00
scaffold1005.507	scaffold1005	507	F	3	0.00	100.00
scaffold1005.541	scaffold1005	541	F	6	0.00	100.00
scaffold1005.575	scaffold1005	575	F	3	0.00	100.00
scaffold1005.617	scaffold1005	617	F	6	0.00	100.00
scaffold1005.621	scaffold1005	621	F	6	0.00	100.00
scaffold1005.706	scaffold1005	706	F	3	0.00	100.00
scaffold1005.733	scaffold1005	733	F	6	0.00	100.00
scaffold1005.753	scaffold1005	753	F	5	0.00	100.00
scaffold1005.755	scaffold1005	755	F	8	0.00	100.00
scaffold1005.760	scaffold1005	760	F	4	0.00	100.00
scaffold1005.799	scaffold1005	799	F	3	33.33	66.67
scaffold1005.865	scaffold1005	865	F	5	0.00	100.00
scaffold1005.1033	scaffold1005	1033	F	3	0.00	100.00
scaffold1005.1138	scaffold1005	1138	F	6	0.00	100.00
scaffold1005.1140	scaffold1005	1140	F	4	0.00	100.00
scaffold1005.1189	scaffold1005	1189	F	9	11.11	88.89
scaffold1005.1211	scaffold1005	1211	F	4	0.00	100.00
scaffold1005.1329	scaffold1005	1329	F	4	0.00	100.00
scaffold1005.1389	scaffold1005	1389	F	5	0.00	100.00
scaffold1005.1607	scaffold1005	1607	F	4	0.00	100.00
scaffold1005.1676	scaffold1005	1676	F	3	0.00	100.00
scaffold1005.1738	scaffold1005	1738	F	3	0.00	100.00
scaffold1005.1806	scaffold1005	1806	F	3	0.00	100.00
scaffold1005.1816	scaffold1005	1816	F	3	0.00	100.00
scaffold1005.1823	scaffold1005	1823	F	3	0.00	100.00
scaffold1005.1840	scaffold1005	1840	F	3	0.00	100.00
scaffold1005.2196	scaffold1005	2196	F	14	0.00	100.00
scaffold1005.2217	scaffold1005	2217	F	16	0.00	100.00
scaffold1006.54	scaffold1006	54	F	19	0.00	100.00
scaffold1006.122	scaffold1006	122	F	9	0.00	100.00
scaffold1006.494	scaffold1006	494	F	9	0.00	100.00
scaffold1006.512	scaffold1006	512	F	6	0.00	100.00
scaffold1006.572	scaffold1006	572	F	3	0.00	100.00
scaffold1006.610	scaffold1006	610	F	7	0.00	100.00
scaffold1006.625	scaffold1006	625	F	3	0.00	100.00
scaffold1006.670	scaffold1006	670	F	8	0.00	100.00
scaffold1006.759	scaffold1006	759	F	7	0.00	100.00
scaffold1006.1092	scaffold1006	1092	F	3	0.00	100.00
scaffold1007.32	scaffold1007	32	F	8	0.00	100.00
scaffold1007.41	scaffold1007	41	F	11	0.00	100.00
scaffold1007.105	scaffold1007	105	F	5	0.00	100.00
scaffold1007.117	scaffold1007	117	F	12	0.00	100.00
scaffold1007.146	scaffold1007	146	F	5	0.00	100.00
scaffold1007.168	scaffold1007	168	F	3	0.00	100.00
scaffold1007.177	scaffold1007	177	F	5	0.00	100.00
scaffold1007.282	scaffold1007	282	F	9	0.00	100.00
scaffold1007.293	scaffold1007	293	F	5	0.00	100.00
scaffold1007.746	scaffold1007	746	F	7	0.00	100.00
scaffold1007.771	scaffold1007	771	F	3	0.00	100.00
scaffold1007.923	scaffold1007	923	F	6	0.00	100.00
scaffold1007.1076	scaffold1007	1076	F	4	0.00	100.00
scaffold1007.1865	scaffold1007	1865	F	5	20.00	80.00
scaffold1007.1869	scaffold1007	1869	F	3	33.33	66.67
scaffold1007.1897	scaffold1007	1897	F	9	0.00	100.00
scaffold1007.1905	scaffold1007	1905	F	5	0.00	100.00
scaffold1007.1930	scaffold1007	1930	F	3	0.00	100.00
scaffold1007.1942	scaffold1007	1942	F	4	0.00	100.00
scaffold1007.1962	scaffold1007	1962	F	13	0.00	100.00
scaffold1007.1987	scaffold1007	1987	F	10	0.00	100.00
scaffold1007.2000	scaffold1007	2000	F	3	0.00	100.00
scaffold1007.2056	scaffold1007	2056	F	5	0.00	100.00
scaffold1007.2206	scaffold1007	2206	F	6	0.00	100.00
scaffold1007.2244	scaffold1007	2244	F	8	0.00	100.00
scaffold1007.2255	scaffold1007	2255	F	11	0.00	100.00
scaffold1007.2261	scaffold1007	2261	F	8	12.50	87.50
scaffold1007.2415	scaffold1007	2415	F	8	0.00	100.00
scaffold1007.2500	scaffold1007	2500	F	4	0.00	100.00
scaffold1007.2537	scaffold1007	2537	F	3	66.67	33.33
scaffold1007.2547	scaffold1007	2547	F	4	0.00	100.00
scaffold1007.2650	scaffold1007	2650	F	3	0.00	100.00
scaffold1007.2680	scaffold1007	2680	F	3	0.00	100.00
scaffold1007.3139	scaffold1007	3139	F	3	0.00	100.00
scaffold1007.3244	scaffold1007	3244	F	3	0.00	100.00
scaffold1007.3459	scaffold1007	3459	F	4	0.00	100.00
scaffold1007.3511	scaffold1007	3511	F	4	0.00	100.00
scaffold1007.3543	scaffold1007	3543	F	4	0.00	100.00
scaffold1007.3546	scaffold1007	3546	F	4	25.00	75.00
scaffold1007.4192	scaffold1007	4192	F	4	75.00	25.00
scaffold1007.4196	scaffold1007	4196	F	3	0.00	100.00
scaffold1007.4282	scaffold1007	4282	F	3	0.00	100.00
scaffold1007.4653	scaffold1007	4653	F	6	16.67	83.33
scaffold1007.4752	scaffold1007	4752	F	4	0.00	100.00
scaffold1007.4799	scaffold1007	4799	F	3	0.00	100.00
scaffold1007.4994	scaffold1007	4994	F	4	0.00	100.00
scaffold1007.5040	scaffold1007	5040	F	4	0.00	100.00
scaffold1007.6379	scaffold1007	6379	F	3	0.00	100.00
scaffold1007.6393	scaffold1007	6393	F	3	0.00	100.00
scaffold1007.6468	scaffold1007	6468	F	3	0.00	100.00
scaffold1007.6585	scaffold1007	6585	F	4	0.00	100.00
scaffold1007.7167	scaffold1007	7167	F	3	0.00	100.00
scaffold1008.25	scaffold1008	25	F	9	0.00	100.00
scaffold1008.45	scaffold1008	45	F	14	0.00	100.00
scaffold1008.53	scaffold1008	53	F	25	0.00	100.00
scaffold1008.56	scaffold1008	56	F	20	20.00	80.00
scaffold1008.67	scaffold1008	67	F	17	0.00	100.00
scaffold1008.81	scaffold1008	81	F	28	3.57	96.43
scaffold1008.111	scaffold1008	111	F	10	20.00	80.00
scaffold1008.129	scaffold1008	129	F	8	0.00	100.00
scaffold1008.246	scaffold1008	246	F	10	10.00	90.00
scaffold1008.290	scaffold1008	290	F	16	0.00	100.00
scaffold1008.330	scaffold1008	330	F	5	0.00	100.00
scaffold1008.346	scaffold1008	346	F	7	0.00	100.00
scaffold1008.353	scaffold1008	353	F	11	0.00	100.00
scaffold1008.385	scaffold1008	385	F	8	0.00	100.00
scaffold1008.429	scaffold1008	429	F	17	5.88	94.12
scaffold1008.479	scaffold1008	479	F	12	8.33	91.67
scaffold1008.501	scaffold1008	501	F	8	0.00	100.00
scaffold1008.540	scaffold1008	540	F	4	25.00	75.00
scaffold1008.560	scaffold1008	560	F	22	0.00	100.00
scaffold1008.633	scaffold1008	633	F	5	0.00	100.00
scaffold1008.665	scaffold1008	665	F	3	0.00	100.00
scaffold1008.667	scaffold1008	667	F	10	0.00	100.00
scaffold1008.977	scaffold1008	977	F	6	0.00	100.00
scaffold1008.1177	scaffold1008	1177	F	28	0.00	100.00
scaffold1008.1685	scaffold1008	1685	F	3	0.00	100.00
scaffold1008.1699	scaffold1008	1699	F	4	0.00	100.00
scaffold1008.1865	scaffold1008	1865	F	3	33.33	66.67
scaffold1008.1893	scaffold1008	1893	F	5	20.00	80.00
scaffold1008.1907	scaffold1008	1907	F	4	0.00	100.00
scaffold1008.1910	scaffold1008	1910	F	5	0.00	100.00
scaffold1008.1914	scaffold1008	1914	F	5	0.00	100.00
scaffold1008.1939	scaffold1008	1939	F	5	0.00	100.00
scaffold1008.1961	scaffold1008	1961	F	3	0.00	100.00
scaffold1009.486	scaffold1009	486	F	3	0.00	100.00
scaffold1009.554	scaffold1009	554	F	4	0.00	100.00
scaffold1009.564	scaffold1009	564	F	4	25.00	75.00
scaffold1009.822	scaffold1009	822	F	11	0.00	100.00
scaffold1009.883	scaffold1009	883	F	5	0.00	100.00
scaffold1009.886	scaffold1009	886	F	8	12.50	87.50
scaffold1009.914	scaffold1009	914	F	4	0.00	100.00
scaffold1009.922	scaffold1009	922	F	7	0.00	100.00
scaffold1009.958	scaffold1009	958	F	10	0.00	100.00
scaffold1009.969	scaffold1009	969	F	5	20.00	80.00
scaffold1009.1200	scaffold1009	1200	F	19	26.32	73.68
scaffold1009.1212	scaffold1009	1212	F	19	10.53	89.47
scaffold1009.1690	scaffold1009	1690	F	4	0.00	100.00
scaffold1009.2033	scaffold1009	2033	F	16	0.00	100.00
scaffold1009.2036	scaffold1009	2036	F	15	0.00	100.00
scaffold1009.2147	scaffold1009	2147	F	3	0.00	100.00
scaffold1009.2195	scaffold1009	2195	F	7	0.00	100.00
scaffold1009.2252	scaffold1009	2252	F	6	0.00	100.00
scaffold1009.2285	scaffold1009	2285	F	8	12.50	87.50
scaffold1009.2435	scaffold1009	2435	F	3	0.00	100.00
scaffold1009.2462	scaffold1009	2462	F	4	0.00	100.00
scaffold1009.2467	scaffold1009	2467	F	4	0.00	100.00
scaffold1009.2532	scaffold1009	2532	F	3	0.00	100.00
