chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold1001.1253	scaffold1001	1253	F	3	0.00	100.00
scaffold1001.1370	scaffold1001	1370	F	7	0.00	100.00
scaffold1001.1380	scaffold1001	1380	F	5	0.00	100.00
scaffold1002.25	scaffold1002	25	F	3	0.00	100.00
scaffold1002.37	scaffold1002	37	F	7	0.00	100.00
scaffold1002.53	scaffold1002	53	F	13	0.00	100.00
scaffold1002.57	scaffold1002	57	F	3	0.00	100.00
scaffold1002.79	scaffold1002	79	F	10	0.00	100.00
scaffold1002.104	scaffold1002	104	F	16	0.00	100.00
scaffold1002.140	scaffold1002	140	F	7	0.00	100.00
scaffold1002.153	scaffold1002	153	F	4	25.00	75.00
scaffold1002.191	scaffold1002	191	F	5	0.00	100.00
scaffold1002.245	scaffold1002	245	F	3	0.00	100.00
scaffold1002.350	scaffold1002	350	F	3	0.00	100.00
scaffold1002.958	scaffold1002	958	F	3	0.00	100.00
scaffold1002.1148	scaffold1002	1148	F	4	0.00	100.00
scaffold1002.1193	scaffold1002	1193	F	6	0.00	100.00
scaffold1002.1291	scaffold1002	1291	F	4	0.00	100.00
scaffold1002.1302	scaffold1002	1302	F	4	0.00	100.00
scaffold1002.1328	scaffold1002	1328	F	4	0.00	100.00
scaffold1002.1380	scaffold1002	1380	F	5	0.00	100.00
scaffold1002.1385	scaffold1002	1385	F	5	60.00	40.00
scaffold1002.1427	scaffold1002	1427	F	5	0.00	100.00
scaffold1002.1453	scaffold1002	1453	F	5	0.00	100.00
scaffold1002.1458	scaffold1002	1458	F	4	0.00	100.00
scaffold1002.1601	scaffold1002	1601	F	4	0.00	100.00
scaffold1002.1697	scaffold1002	1697	F	3	33.33	66.67
scaffold1002.1841	scaffold1002	1841	F	3	0.00	100.00
scaffold1002.2009	scaffold1002	2009	F	4	0.00	100.00
scaffold1002.2077	scaffold1002	2077	F	3	0.00	100.00
scaffold1002.2080	scaffold1002	2080	F	3	0.00	100.00
scaffold1002.2652	scaffold1002	2652	F	3	0.00	100.00
scaffold1002.2905	scaffold1002	2905	F	3	0.00	100.00
scaffold1002.3012	scaffold1002	3012	F	30	3.33	96.67
scaffold1002.3047	scaffold1002	3047	F	4	0.00	100.00
scaffold1002.3057	scaffold1002	3057	F	3	0.00	100.00
scaffold1002.3060	scaffold1002	3060	F	7	0.00	100.00
scaffold1002.3091	scaffold1002	3091	F	9	0.00	100.00
scaffold1002.3123	scaffold1002	3123	F	4	0.00	100.00
scaffold1002.3170	scaffold1002	3170	F	4	0.00	100.00
scaffold1002.3201	scaffold1002	3201	F	5	0.00	100.00
scaffold1002.3219	scaffold1002	3219	F	3	0.00	100.00
scaffold1002.3256	scaffold1002	3256	F	3	0.00	100.00
scaffold1002.3287	scaffold1002	3287	F	4	0.00	100.00
scaffold1002.3332	scaffold1002	3332	F	3	0.00	100.00
scaffold1002.3380	scaffold1002	3380	F	4	25.00	75.00
scaffold1002.3616	scaffold1002	3616	F	8	0.00	100.00
scaffold1002.3625	scaffold1002	3625	F	8	0.00	100.00
scaffold1002.3709	scaffold1002	3709	F	4	0.00	100.00
scaffold1002.3735	scaffold1002	3735	F	3	0.00	100.00
scaffold1002.3749	scaffold1002	3749	F	7	0.00	100.00
scaffold1002.3754	scaffold1002	3754	F	4	0.00	100.00
scaffold1002.3797	scaffold1002	3797	F	3	0.00	100.00
scaffold1002.3813	scaffold1002	3813	F	3	0.00	100.00
scaffold1002.3831	scaffold1002	3831	F	3	0.00	100.00
scaffold1002.3867	scaffold1002	3867	F	4	0.00	100.00
scaffold1002.3885	scaffold1002	3885	F	5	0.00	100.00
scaffold1002.3888	scaffold1002	3888	F	7	0.00	100.00
scaffold1002.3892	scaffold1002	3892	F	4	0.00	100.00
scaffold1002.3905	scaffold1002	3905	F	5	0.00	100.00
scaffold1002.3913	scaffold1002	3913	F	3	0.00	100.00
scaffold1002.3928	scaffold1002	3928	F	5	20.00	80.00
scaffold1002.4072	scaffold1002	4072	F	4	0.00	100.00
scaffold1002.4080	scaffold1002	4080	F	4	0.00	100.00
scaffold1002.4129	scaffold1002	4129	F	5	0.00	100.00
scaffold1002.6854	scaffold1002	6854	F	3	0.00	100.00
scaffold1002.7116	scaffold1002	7116	F	3	0.00	100.00
scaffold1002.7130	scaffold1002	7130	F	3	0.00	100.00
scaffold1002.7563	scaffold1002	7563	F	3	0.00	100.00
scaffold1002.7577	scaffold1002	7577	F	3	0.00	100.00
scaffold1002.9362	scaffold1002	9362	F	3	0.00	100.00
scaffold1002.9625	scaffold1002	9625	F	5	0.00	100.00
scaffold1002.10069	scaffold1002	10069	F	4	0.00	100.00
scaffold1002.10080	scaffold1002	10080	F	5	0.00	100.00
scaffold1002.11659	scaffold1002	11659	F	4	0.00	100.00
scaffold1002.11679	scaffold1002	11679	F	3	0.00	100.00
scaffold1002.12145	scaffold1002	12145	F	3	0.00	100.00
scaffold1002.12419	scaffold1002	12419	F	5	0.00	100.00
scaffold1002.12438	scaffold1002	12438	F	4	0.00	100.00
scaffold1003.99	scaffold1003	99	F	6	0.00	100.00
scaffold1003.486	scaffold1003	486	F	4	25.00	75.00
scaffold1003.501	scaffold1003	501	F	6	16.67	83.33
scaffold1003.688	scaffold1003	688	F	11	0.00	100.00
scaffold1003.709	scaffold1003	709	F	5	0.00	100.00
scaffold1003.743	scaffold1003	743	F	8	12.50	87.50
scaffold1003.758	scaffold1003	758	F	5	0.00	100.00
scaffold1003.1005	scaffold1003	1005	F	4	0.00	100.00
scaffold1004.17	scaffold1004	17	F	5	0.00	100.00
scaffold1004.32	scaffold1004	32	F	8	0.00	100.00
scaffold1004.67	scaffold1004	67	F	17	0.00	100.00
scaffold1004.73	scaffold1004	73	F	22	9.09	90.91
scaffold1004.83	scaffold1004	83	F	29	6.90	93.10
scaffold1004.88	scaffold1004	88	F	25	0.00	100.00
scaffold1004.104	scaffold1004	104	F	19	5.26	94.74
scaffold1004.134	scaffold1004	134	F	8	0.00	100.00
scaffold1004.137	scaffold1004	137	F	6	0.00	100.00
scaffold1004.207	scaffold1004	207	F	7	0.00	100.00
scaffold1004.218	scaffold1004	218	F	8	0.00	100.00
scaffold1004.237	scaffold1004	237	F	4	0.00	100.00
scaffold1004.246	scaffold1004	246	F	3	0.00	100.00
scaffold1004.252	scaffold1004	252	F	3	0.00	100.00
scaffold1004.305	scaffold1004	305	F	3	0.00	100.00
scaffold1004.334	scaffold1004	334	F	9	0.00	100.00
scaffold1004.353	scaffold1004	353	F	3	0.00	100.00
scaffold1004.357	scaffold1004	357	F	9	0.00	100.00
scaffold1004.369	scaffold1004	369	F	4	0.00	100.00
scaffold1004.372	scaffold1004	372	F	5	0.00	100.00
scaffold1004.383	scaffold1004	383	F	5	0.00	100.00
scaffold1004.391	scaffold1004	391	F	3	0.00	100.00
scaffold1004.432	scaffold1004	432	F	3	0.00	100.00
scaffold1004.555	scaffold1004	555	F	8	0.00	100.00
scaffold1004.566	scaffold1004	566	F	7	0.00	100.00
scaffold1004.641	scaffold1004	641	F	5	0.00	100.00
scaffold1004.715	scaffold1004	715	F	5	0.00	100.00
scaffold1004.851	scaffold1004	851	F	3	0.00	100.00
scaffold1004.1000	scaffold1004	1000	F	3	0.00	100.00
scaffold1004.1013	scaffold1004	1013	F	3	0.00	100.00
scaffold1004.1114	scaffold1004	1114	F	5	0.00	100.00
scaffold1004.1129	scaffold1004	1129	F	6	0.00	100.00
scaffold1004.1214	scaffold1004	1214	F	3	0.00	100.00
scaffold1004.1244	scaffold1004	1244	F	5	20.00	80.00
scaffold1004.1266	scaffold1004	1266	F	3	0.00	100.00
scaffold1004.1487	scaffold1004	1487	F	4	0.00	100.00
scaffold1004.1796	scaffold1004	1796	F	4	0.00	100.00
scaffold1004.1885	scaffold1004	1885	F	4	0.00	100.00
scaffold1004.1998	scaffold1004	1998	F	10	0.00	100.00
scaffold1004.3167	scaffold1004	3167	F	3	0.00	100.00
scaffold1004.5384	scaffold1004	5384	F	4	0.00	100.00
scaffold1004.5439	scaffold1004	5439	F	3	0.00	100.00
scaffold1004.6686	scaffold1004	6686	F	4	0.00	100.00
scaffold1004.6764	scaffold1004	6764	F	5	0.00	100.00
scaffold1004.6774	scaffold1004	6774	F	4	0.00	100.00
scaffold1004.6778	scaffold1004	6778	F	3	0.00	100.00
scaffold1004.6797	scaffold1004	6797	F	3	0.00	100.00
scaffold1004.7129	scaffold1004	7129	F	3	0.00	100.00
scaffold1004.8096	scaffold1004	8096	F	3	0.00	100.00
scaffold1004.8494	scaffold1004	8494	F	3	0.00	100.00
scaffold1004.8624	scaffold1004	8624	F	4	0.00	100.00
scaffold1004.9765	scaffold1004	9765	F	5	0.00	100.00
scaffold1004.9939	scaffold1004	9939	F	3	0.00	100.00
scaffold1004.10366	scaffold1004	10366	F	3	0.00	100.00
scaffold1004.13434	scaffold1004	13434	F	5	60.00	40.00
scaffold1004.13438	scaffold1004	13438	F	5	60.00	40.00
scaffold1004.13479	scaffold1004	13479	F	7	0.00	100.00
scaffold1004.14265	scaffold1004	14265	F	9	11.11	88.89
scaffold1004.14314	scaffold1004	14314	F	5	0.00	100.00
scaffold1004.14436	scaffold1004	14436	F	21	14.29	85.71
scaffold1004.14479	scaffold1004	14479	F	3	0.00	100.00
scaffold1004.14512	scaffold1004	14512	F	7	0.00	100.00
scaffold1004.14522	scaffold1004	14522	F	7	0.00	100.00
scaffold1004.14531	scaffold1004	14531	F	7	0.00	100.00
scaffold1004.16078	scaffold1004	16078	F	5	0.00	100.00
scaffold1004.16082	scaffold1004	16082	F	5	0.00	100.00
scaffold1004.16575	scaffold1004	16575	F	5	0.00	100.00
scaffold1004.16598	scaffold1004	16598	F	6	0.00	100.00
scaffold1004.16611	scaffold1004	16611	F	5	0.00	100.00
scaffold1004.16618	scaffold1004	16618	F	5	0.00	100.00
scaffold1004.16620	scaffold1004	16620	F	4	0.00	100.00
scaffold1004.16829	scaffold1004	16829	F	4	25.00	75.00
scaffold1004.16832	scaffold1004	16832	F	3	0.00	100.00
scaffold1004.17400	scaffold1004	17400	F	6	0.00	100.00
scaffold1004.17404	scaffold1004	17404	F	6	0.00	100.00
scaffold1004.17424	scaffold1004	17424	F	4	0.00	100.00
scaffold1004.18504	scaffold1004	18504	F	6	0.00	100.00
scaffold1004.18525	scaffold1004	18525	F	4	25.00	75.00
scaffold1004.18531	scaffold1004	18531	F	3	66.67	33.33
scaffold1004.18590	scaffold1004	18590	F	3	0.00	100.00
scaffold1004.19568	scaffold1004	19568	F	4	0.00	100.00
scaffold1004.19632	scaffold1004	19632	F	3	33.33	66.67
scaffold1005.21	scaffold1005	21	F	5	0.00	100.00
scaffold1005.113	scaffold1005	113	F	10	20.00	80.00
scaffold1005.226	scaffold1005	226	F	8	0.00	100.00
scaffold1005.247	scaffold1005	247	F	9	11.11	88.89
scaffold1005.354	scaffold1005	354	F	10	0.00	100.00
scaffold1005.394	scaffold1005	394	F	6	0.00	100.00
scaffold1005.413	scaffold1005	413	F	5	0.00	100.00
scaffold1005.541	scaffold1005	541	F	6	0.00	100.00
scaffold1005.575	scaffold1005	575	F	4	0.00	100.00
scaffold1005.733	scaffold1005	733	F	3	0.00	100.00
scaffold1005.772	scaffold1005	772	F	3	0.00	100.00
scaffold1005.799	scaffold1005	799	F	3	0.00	100.00
scaffold1005.857	scaffold1005	857	F	3	0.00	100.00
scaffold1005.1072	scaffold1005	1072	F	3	0.00	100.00
scaffold1005.1140	scaffold1005	1140	F	8	0.00	100.00
scaffold1005.1189	scaffold1005	1189	F	14	0.00	100.00
scaffold1005.1211	scaffold1005	1211	F	11	0.00	100.00
scaffold1005.1329	scaffold1005	1329	F	4	0.00	100.00
scaffold1005.1376	scaffold1005	1376	F	4	0.00	100.00
scaffold1005.1650	scaffold1005	1650	F	3	0.00	100.00
scaffold1005.1676	scaffold1005	1676	F	3	0.00	100.00
scaffold1005.1738	scaffold1005	1738	F	5	0.00	100.00
scaffold1005.1806	scaffold1005	1806	F	6	33.33	66.67
scaffold1005.1816	scaffold1005	1816	F	4	0.00	100.00
scaffold1005.2196	scaffold1005	2196	F	26	0.00	100.00
scaffold1005.2217	scaffold1005	2217	F	30	0.00	100.00
scaffold1006.54	scaffold1006	54	F	25	4.00	96.00
scaffold1006.122	scaffold1006	122	F	17	0.00	100.00
scaffold1006.187	scaffold1006	187	F	3	33.33	66.67
scaffold1006.494	scaffold1006	494	F	4	0.00	100.00
scaffold1006.512	scaffold1006	512	F	7	0.00	100.00
scaffold1006.572	scaffold1006	572	F	3	33.33	66.67
scaffold1006.625	scaffold1006	625	F	4	0.00	100.00
scaffold1006.670	scaffold1006	670	F	8	0.00	100.00
scaffold1006.759	scaffold1006	759	F	5	0.00	100.00
scaffold1006.1110	scaffold1006	1110	F	3	0.00	100.00
scaffold1006.1571	scaffold1006	1571	F	3	0.00	100.00
scaffold1007.32	scaffold1007	32	F	7	0.00	100.00
scaffold1007.41	scaffold1007	41	F	10	0.00	100.00
scaffold1007.105	scaffold1007	105	F	9	0.00	100.00
scaffold1007.117	scaffold1007	117	F	14	7.14	92.86
scaffold1007.146	scaffold1007	146	F	4	0.00	100.00
scaffold1007.168	scaffold1007	168	F	5	0.00	100.00
scaffold1007.177	scaffold1007	177	F	10	0.00	100.00
scaffold1007.282	scaffold1007	282	F	6	16.67	83.33
scaffold1007.293	scaffold1007	293	F	6	0.00	100.00
scaffold1007.342	scaffold1007	342	F	5	0.00	100.00
scaffold1007.746	scaffold1007	746	F	3	0.00	100.00
scaffold1007.771	scaffold1007	771	F	5	0.00	100.00
scaffold1007.923	scaffold1007	923	F	3	0.00	100.00
scaffold1007.1104	scaffold1007	1104	F	9	44.44	55.56
scaffold1007.1767	scaffold1007	1767	F	4	0.00	100.00
scaffold1007.1865	scaffold1007	1865	F	3	0.00	100.00
scaffold1007.1897	scaffold1007	1897	F	8	0.00	100.00
scaffold1007.1905	scaffold1007	1905	F	10	0.00	100.00
scaffold1007.1942	scaffold1007	1942	F	6	0.00	100.00
scaffold1007.1949	scaffold1007	1949	F	5	20.00	80.00
scaffold1007.1962	scaffold1007	1962	F	10	0.00	100.00
scaffold1007.1987	scaffold1007	1987	F	15	0.00	100.00
scaffold1007.2000	scaffold1007	2000	F	6	16.67	83.33
scaffold1007.2112	scaffold1007	2112	F	3	0.00	100.00
scaffold1007.2128	scaffold1007	2128	F	8	0.00	100.00
scaffold1007.2140	scaffold1007	2140	F	5	0.00	100.00
scaffold1007.2197	scaffold1007	2197	F	8	0.00	100.00
scaffold1007.2206	scaffold1007	2206	F	14	7.14	92.86
scaffold1007.2244	scaffold1007	2244	F	7	0.00	100.00
scaffold1007.2255	scaffold1007	2255	F	10	0.00	100.00
scaffold1007.2261	scaffold1007	2261	F	7	0.00	100.00
scaffold1007.2279	scaffold1007	2279	F	6	0.00	100.00
scaffold1007.2309	scaffold1007	2309	F	6	0.00	100.00
scaffold1007.2415	scaffold1007	2415	F	5	0.00	100.00
scaffold1007.2537	scaffold1007	2537	F	3	33.33	66.67
scaffold1007.3139	scaffold1007	3139	F	3	33.33	66.67
scaffold1007.3180	scaffold1007	3180	F	4	0.00	100.00
scaffold1007.3372	scaffold1007	3372	F	3	0.00	100.00
scaffold1007.3787	scaffold1007	3787	F	4	0.00	100.00
scaffold1007.3806	scaffold1007	3806	F	3	0.00	100.00
scaffold1007.4532	scaffold1007	4532	F	4	0.00	100.00
scaffold1007.4653	scaffold1007	4653	F	7	0.00	100.00
scaffold1007.4677	scaffold1007	4677	F	3	0.00	100.00
scaffold1007.4799	scaffold1007	4799	F	4	0.00	100.00
scaffold1007.5147	scaffold1007	5147	F	4	0.00	100.00
scaffold1007.7726	scaffold1007	7726	F	5	0.00	100.00
scaffold1007.7769	scaffold1007	7769	F	3	0.00	100.00
scaffold1007.7812	scaffold1007	7812	F	3	0.00	100.00
scaffold1007.7847	scaffold1007	7847	F	3	0.00	100.00
scaffold1008.25	scaffold1008	25	F	3	0.00	100.00
scaffold1008.45	scaffold1008	45	F	9	0.00	100.00
scaffold1008.53	scaffold1008	53	F	17	0.00	100.00
scaffold1008.56	scaffold1008	56	F	12	0.00	100.00
scaffold1008.67	scaffold1008	67	F	6	0.00	100.00
scaffold1008.81	scaffold1008	81	F	15	0.00	100.00
scaffold1008.111	scaffold1008	111	F	8	0.00	100.00
scaffold1008.129	scaffold1008	129	F	6	0.00	100.00
scaffold1008.290	scaffold1008	290	F	9	0.00	100.00
scaffold1008.330	scaffold1008	330	F	4	0.00	100.00
scaffold1008.346	scaffold1008	346	F	9	0.00	100.00
scaffold1008.353	scaffold1008	353	F	9	0.00	100.00
scaffold1008.385	scaffold1008	385	F	10	0.00	100.00
scaffold1008.429	scaffold1008	429	F	20	0.00	100.00
scaffold1008.479	scaffold1008	479	F	12	0.00	100.00
scaffold1008.501	scaffold1008	501	F	12	0.00	100.00
scaffold1008.540	scaffold1008	540	F	9	11.11	88.89
scaffold1008.560	scaffold1008	560	F	14	0.00	100.00
scaffold1008.665	scaffold1008	665	F	4	25.00	75.00
scaffold1008.667	scaffold1008	667	F	12	0.00	100.00
scaffold1008.1177	scaffold1008	1177	F	29	0.00	100.00
scaffold1008.1480	scaffold1008	1480	F	3	0.00	100.00
scaffold1008.1842	scaffold1008	1842	F	7	42.86	57.14
scaffold1008.1865	scaffold1008	1865	F	7	42.86	57.14
scaffold1008.1910	scaffold1008	1910	F	3	0.00	100.00
scaffold1008.1914	scaffold1008	1914	F	4	0.00	100.00
scaffold1008.1939	scaffold1008	1939	F	5	0.00	100.00
scaffold1009.486	scaffold1009	486	F	3	0.00	100.00
scaffold1009.554	scaffold1009	554	F	4	25.00	75.00
scaffold1009.564	scaffold1009	564	F	4	0.00	100.00
scaffold1009.571	scaffold1009	571	F	5	0.00	100.00
scaffold1009.822	scaffold1009	822	F	9	0.00	100.00
scaffold1009.914	scaffold1009	914	F	4	0.00	100.00
scaffold1009.922	scaffold1009	922	F	3	0.00	100.00
scaffold1009.958	scaffold1009	958	F	5	0.00	100.00
scaffold1009.969	scaffold1009	969	F	3	0.00	100.00
scaffold1009.1043	scaffold1009	1043	F	3	0.00	100.00
scaffold1009.1200	scaffold1009	1200	F	15	26.67	73.33
scaffold1009.1212	scaffold1009	1212	F	14	21.43	78.57
scaffold1009.2195	scaffold1009	2195	F	9	0.00	100.00
scaffold1009.2252	scaffold1009	2252	F	7	0.00	100.00
scaffold1009.2285	scaffold1009	2285	F	8	0.00	100.00
scaffold1009.2467	scaffold1009	2467	F	3	0.00	100.00
scaffold1009.2502	scaffold1009	2502	F	8	0.00	100.00
scaffold1009.2639	scaffold1009	2639	F	10	0.00	100.00
scaffold1009.2660	scaffold1009	2660	F	6	16.67	83.33
scaffold1009.2721	scaffold1009	2721	F	4	0.00	100.00
scaffold1009.2739	scaffold1009	2739	F	3	0.00	100.00
scaffold1009.3487	scaffold1009	3487	F	3	0.00	100.00
scaffold101.78	scaffold101	78	F	25	0.00	100.00
scaffold101.96	scaffold101	96	F	14	0.00	100.00
scaffold101.107	scaffold101	107	F	4	25.00	75.00
scaffold101.111	scaffold101	111	F	7	0.00	100.00
scaffold101.131	scaffold101	131	F	11	0.00	100.00
scaffold101.217	scaffold101	217	F	9	0.00	100.00
scaffold101.227	scaffold101	227	F	4	0.00	100.00
scaffold101.241	scaffold101	241	F	6	33.33	66.67
scaffold101.258	scaffold101	258	F	6	0.00	100.00
scaffold101.268	scaffold101	268	F	8	0.00	100.00
scaffold101.315	scaffold101	315	F	9	22.22	77.78
scaffold101.324	scaffold101	324	F	23	4.35	95.65
scaffold101.332	scaffold101	332	F	25	0.00	100.00
scaffold101.348	scaffold101	348	F	4	0.00	100.00
scaffold101.380	scaffold101	380	F	9	0.00	100.00
scaffold101.401	scaffold101	401	F	21	4.76	95.24
scaffold1010.34	scaffold1010	34	F	5	0.00	100.00
scaffold1010.61	scaffold1010	61	F	10	0.00	100.00
scaffold1010.78	scaffold1010	78	F	5	0.00	100.00
scaffold1010.192	scaffold1010	192	F	9	0.00	100.00
scaffold1010.209	scaffold1010	209	F	6	0.00	100.00
scaffold1010.232	scaffold1010	232	F	5	0.00	100.00
scaffold1010.300	scaffold1010	300	F	6	0.00	100.00
scaffold1010.455	scaffold1010	455	F	4	0.00	100.00
scaffold1010.459	scaffold1010	459	F	3	0.00	100.00
scaffold1010.465	scaffold1010	465	F	4	0.00	100.00
scaffold1010.470	scaffold1010	470	F	3	0.00	100.00
scaffold1010.484	scaffold1010	484	F	7	0.00	100.00
scaffold1010.500	scaffold1010	500	F	3	0.00	100.00
scaffold1010.502	scaffold1010	502	F	3	33.33	66.67
scaffold1010.592	scaffold1010	592	F	4	50.00	50.00
scaffold1010.633	scaffold1010	633	F	4	0.00	100.00
scaffold1010.1183	scaffold1010	1183	F	6	0.00	100.00
