chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold10.634	scaffold10	634	F	3	33.33	66.67
scaffold10.664	scaffold10	664	F	4	0.00	100.00
scaffold10.730	scaffold10	730	F	6	33.33	66.67
scaffold10.749	scaffold10	749	F	3	0.00	100.00
scaffold10.751	scaffold10	751	F	5	0.00	100.00
scaffold10.780	scaffold10	780	F	11	0.00	100.00
scaffold10.830	scaffold10	830	F	7	0.00	100.00
scaffold10.917	scaffold10	917	F	9	0.00	100.00
scaffold10.920	scaffold10	920	F	22	0.00	100.00
scaffold10.982	scaffold10	982	F	11	0.00	100.00
scaffold10.1029	scaffold10	1029	F	10	0.00	100.00
scaffold10.1041	scaffold10	1041	F	3	0.00	100.00
scaffold10.1052	scaffold10	1052	F	5	0.00	100.00
scaffold10.1089	scaffold10	1089	F	7	0.00	100.00
scaffold10.1258	scaffold10	1258	F	5	40.00	60.00
scaffold10.1349	scaffold10	1349	F	3	0.00	100.00
scaffold10.1503	scaffold10	1503	F	4	0.00	100.00
scaffold10.1605	scaffold10	1605	F	6	0.00	100.00
scaffold10.1615	scaffold10	1615	F	9	0.00	100.00
scaffold10.1646	scaffold10	1646	F	3	0.00	100.00
scaffold10.1960	scaffold10	1960	F	4	0.00	100.00
scaffold10.2561	scaffold10	2561	F	8	0.00	100.00
scaffold100.213	scaffold100	213	F	4	0.00	100.00
scaffold100.229	scaffold100	229	F	4	25.00	75.00
scaffold100.264	scaffold100	264	F	5	40.00	60.00
scaffold100.277	scaffold100	277	F	6	0.00	100.00
scaffold100.312	scaffold100	312	F	4	0.00	100.00
scaffold100.324	scaffold100	324	F	7	0.00	100.00
scaffold100.393	scaffold100	393	F	7	0.00	100.00
scaffold100.438	scaffold100	438	F	4	0.00	100.00
scaffold100.682	scaffold100	682	F	5	0.00	100.00
scaffold100.1152	scaffold100	1152	F	9	0.00	100.00
scaffold100.1174	scaffold100	1174	F	14	7.14	92.86
scaffold100.1262	scaffold100	1262	F	6	0.00	100.00
scaffold100.1277	scaffold100	1277	F	6	0.00	100.00
scaffold100.1290	scaffold100	1290	F	6	0.00	100.00
scaffold100.1299	scaffold100	1299	F	3	0.00	100.00
scaffold100.2463	scaffold100	2463	F	3	0.00	100.00
scaffold100.2477	scaffold100	2477	F	4	0.00	100.00
scaffold100.2495	scaffold100	2495	F	3	0.00	100.00
scaffold100.2502	scaffold100	2502	F	3	0.00	100.00
scaffold100.2604	scaffold100	2604	F	3	33.33	66.67
scaffold100.2629	scaffold100	2629	F	4	25.00	75.00
scaffold100.2634	scaffold100	2634	F	5	20.00	80.00
scaffold100.2702	scaffold100	2702	F	4	0.00	100.00
scaffold100.2824	scaffold100	2824	F	4	0.00	100.00
scaffold100.3015	scaffold100	3015	F	3	0.00	100.00
scaffold100.4943	scaffold100	4943	F	3	0.00	100.00
scaffold100.6176	scaffold100	6176	F	3	0.00	100.00
scaffold100.6186	scaffold100	6186	F	4	0.00	100.00
scaffold100.6216	scaffold100	6216	F	4	0.00	100.00
scaffold100.6276	scaffold100	6276	F	4	0.00	100.00
scaffold100.6279	scaffold100	6279	F	5	20.00	80.00
scaffold100.6287	scaffold100	6287	F	3	0.00	100.00
scaffold100.7278	scaffold100	7278	F	3	0.00	100.00
scaffold1000.29	scaffold1000	29	F	4	0.00	100.00
scaffold1000.488	scaffold1000	488	F	9	0.00	100.00
scaffold1000.520	scaffold1000	520	F	6	0.00	100.00
scaffold1001.57	scaffold1001	57	F	7	0.00	100.00
scaffold1001.420	scaffold1001	420	F	9	0.00	100.00
scaffold1001.888	scaffold1001	888	F	3	0.00	100.00
scaffold1001.1243	scaffold1001	1243	F	5	0.00	100.00
scaffold1001.1247	scaffold1001	1247	F	5	0.00	100.00
scaffold1002.25	scaffold1002	25	F	5	0.00	100.00
scaffold1002.37	scaffold1002	37	F	9	11.11	88.89
scaffold1002.53	scaffold1002	53	F	7	0.00	100.00
scaffold1002.57	scaffold1002	57	F	5	0.00	100.00
scaffold1002.79	scaffold1002	79	F	8	0.00	100.00
scaffold1002.104	scaffold1002	104	F	11	0.00	100.00
scaffold1002.153	scaffold1002	153	F	3	0.00	100.00
scaffold1002.191	scaffold1002	191	F	9	0.00	100.00
scaffold1002.245	scaffold1002	245	F	6	0.00	100.00
scaffold1002.350	scaffold1002	350	F	3	0.00	100.00
scaffold1002.958	scaffold1002	958	F	3	0.00	100.00
scaffold1002.1099	scaffold1002	1099	F	3	0.00	100.00
scaffold1002.1328	scaffold1002	1328	F	7	0.00	100.00
scaffold1002.1380	scaffold1002	1380	F	5	0.00	100.00
scaffold1002.1385	scaffold1002	1385	F	9	44.44	55.56
scaffold1002.1458	scaffold1002	1458	F	3	0.00	100.00
scaffold1002.1601	scaffold1002	1601	F	3	0.00	100.00
scaffold1002.1830	scaffold1002	1830	F	3	0.00	100.00
scaffold1002.1841	scaffold1002	1841	F	8	0.00	100.00
scaffold1002.1944	scaffold1002	1944	F	3	0.00	100.00
scaffold1002.2209	scaffold1002	2209	F	6	0.00	100.00
scaffold1002.2216	scaffold1002	2216	F	5	0.00	100.00
scaffold1002.2249	scaffold1002	2249	F	3	0.00	100.00
scaffold1002.2490	scaffold1002	2490	F	3	0.00	100.00
scaffold1002.2754	scaffold1002	2754	F	3	33.33	66.67
scaffold1002.2905	scaffold1002	2905	F	4	0.00	100.00
scaffold1002.2993	scaffold1002	2993	F	5	0.00	100.00
scaffold1002.3012	scaffold1002	3012	F	18	5.56	94.44
scaffold1002.3123	scaffold1002	3123	F	5	0.00	100.00
scaffold1002.3201	scaffold1002	3201	F	4	0.00	100.00
scaffold1002.3287	scaffold1002	3287	F	3	0.00	100.00
scaffold1002.3324	scaffold1002	3324	F	4	0.00	100.00
scaffold1002.3332	scaffold1002	3332	F	4	0.00	100.00
scaffold1002.3709	scaffold1002	3709	F	4	0.00	100.00
scaffold1002.3749	scaffold1002	3749	F	3	0.00	100.00
scaffold1002.4011	scaffold1002	4011	F	4	0.00	100.00
scaffold1002.5653	scaffold1002	5653	F	3	0.00	100.00
scaffold1002.6291	scaffold1002	6291	F	3	0.00	100.00
scaffold1002.8885	scaffold1002	8885	F	3	0.00	100.00
scaffold1002.9101	scaffold1002	9101	F	5	0.00	100.00
scaffold1002.9550	scaffold1002	9550	F	3	0.00	100.00
scaffold1002.10051	scaffold1002	10051	F	6	0.00	100.00
scaffold1002.10069	scaffold1002	10069	F	6	0.00	100.00
scaffold1002.10080	scaffold1002	10080	F	9	0.00	100.00
scaffold1002.10083	scaffold1002	10083	F	4	0.00	100.00
scaffold1002.10092	scaffold1002	10092	F	3	0.00	100.00
scaffold1002.10107	scaffold1002	10107	F	3	0.00	100.00
scaffold1002.11578	scaffold1002	11578	F	3	33.33	66.67
scaffold1002.12419	scaffold1002	12419	F	4	0.00	100.00
scaffold1003.483	scaffold1003	483	F	4	0.00	100.00
scaffold1003.486	scaffold1003	486	F	3	0.00	100.00
scaffold1003.501	scaffold1003	501	F	5	20.00	80.00
scaffold1003.688	scaffold1003	688	F	5	0.00	100.00
scaffold1003.709	scaffold1003	709	F	10	0.00	100.00
scaffold1003.738	scaffold1003	738	F	9	0.00	100.00
scaffold1003.743	scaffold1003	743	F	3	0.00	100.00
scaffold1004.17	scaffold1004	17	F	7	0.00	100.00
scaffold1004.32	scaffold1004	32	F	8	0.00	100.00
scaffold1004.67	scaffold1004	67	F	15	0.00	100.00
scaffold1004.73	scaffold1004	73	F	29	6.90	93.10
scaffold1004.83	scaffold1004	83	F	32	0.00	100.00
scaffold1004.88	scaffold1004	88	F	29	3.45	96.55
scaffold1004.104	scaffold1004	104	F	20	0.00	100.00
scaffold1004.134	scaffold1004	134	F	7	0.00	100.00
scaffold1004.137	scaffold1004	137	F	13	7.69	92.31
scaffold1004.207	scaffold1004	207	F	7	14.29	85.71
scaffold1004.218	scaffold1004	218	F	10	0.00	100.00
scaffold1004.237	scaffold1004	237	F	6	16.67	83.33
scaffold1004.246	scaffold1004	246	F	3	0.00	100.00
scaffold1004.252	scaffold1004	252	F	5	0.00	100.00
scaffold1004.305	scaffold1004	305	F	4	0.00	100.00
scaffold1004.317	scaffold1004	317	F	3	0.00	100.00
scaffold1004.334	scaffold1004	334	F	9	0.00	100.00
scaffold1004.353	scaffold1004	353	F	4	0.00	100.00
scaffold1004.357	scaffold1004	357	F	5	0.00	100.00
scaffold1004.369	scaffold1004	369	F	10	0.00	100.00
scaffold1004.372	scaffold1004	372	F	14	14.29	85.71
scaffold1004.383	scaffold1004	383	F	6	0.00	100.00
scaffold1004.391	scaffold1004	391	F	6	0.00	100.00
scaffold1004.641	scaffold1004	641	F	5	0.00	100.00
scaffold1004.1009	scaffold1004	1009	F	3	0.00	100.00
scaffold1004.1013	scaffold1004	1013	F	3	66.67	33.33
scaffold1004.1114	scaffold1004	1114	F	4	0.00	100.00
scaffold1004.1129	scaffold1004	1129	F	5	0.00	100.00
scaffold1004.1195	scaffold1004	1195	F	7	0.00	100.00
scaffold1004.1210	scaffold1004	1210	F	5	0.00	100.00
scaffold1004.1214	scaffold1004	1214	F	8	0.00	100.00
scaffold1004.1234	scaffold1004	1234	F	6	0.00	100.00
scaffold1004.1244	scaffold1004	1244	F	3	0.00	100.00
scaffold1004.1885	scaffold1004	1885	F	3	0.00	100.00
scaffold1004.1946	scaffold1004	1946	F	5	0.00	100.00
scaffold1004.1955	scaffold1004	1955	F	4	0.00	100.00
scaffold1004.1998	scaffold1004	1998	F	5	0.00	100.00
scaffold1004.2388	scaffold1004	2388	F	3	0.00	100.00
scaffold1004.3296	scaffold1004	3296	F	3	0.00	100.00
scaffold1004.3516	scaffold1004	3516	F	4	0.00	100.00
scaffold1004.5384	scaffold1004	5384	F	4	0.00	100.00
scaffold1004.5881	scaffold1004	5881	F	3	0.00	100.00
scaffold1004.6109	scaffold1004	6109	F	3	0.00	100.00
scaffold1004.6130	scaffold1004	6130	F	3	0.00	100.00
scaffold1004.6639	scaffold1004	6639	F	4	0.00	100.00
scaffold1004.6686	scaffold1004	6686	F	4	0.00	100.00
scaffold1004.6710	scaffold1004	6710	F	4	0.00	100.00
scaffold1004.6730	scaffold1004	6730	F	3	0.00	100.00
scaffold1004.6764	scaffold1004	6764	F	3	0.00	100.00
scaffold1004.6797	scaffold1004	6797	F	3	0.00	100.00
scaffold1004.8366	scaffold1004	8366	F	3	0.00	100.00
scaffold1004.8494	scaffold1004	8494	F	3	0.00	100.00
scaffold1004.10535	scaffold1004	10535	F	3	0.00	100.00
scaffold1004.14265	scaffold1004	14265	F	8	0.00	100.00
scaffold1004.14314	scaffold1004	14314	F	7	0.00	100.00
scaffold1004.14436	scaffold1004	14436	F	12	0.00	100.00
scaffold1004.14512	scaffold1004	14512	F	7	0.00	100.00
scaffold1004.14522	scaffold1004	14522	F	7	0.00	100.00
scaffold1004.14531	scaffold1004	14531	F	7	0.00	100.00
scaffold1004.18504	scaffold1004	18504	F	6	33.33	66.67
scaffold1004.18525	scaffold1004	18525	F	4	75.00	25.00
scaffold1004.18531	scaffold1004	18531	F	4	75.00	25.00
scaffold1004.18558	scaffold1004	18558	F	3	66.67	33.33
scaffold1004.18576	scaffold1004	18576	F	3	66.67	33.33
scaffold1004.18659	scaffold1004	18659	F	5	0.00	100.00
scaffold1005.113	scaffold1005	113	F	20	25.00	75.00
scaffold1005.247	scaffold1005	247	F	7	14.29	85.71
scaffold1005.354	scaffold1005	354	F	7	0.00	100.00
scaffold1005.394	scaffold1005	394	F	9	0.00	100.00
scaffold1005.473	scaffold1005	473	F	3	0.00	100.00
scaffold1005.507	scaffold1005	507	F	4	0.00	100.00
scaffold1005.575	scaffold1005	575	F	3	0.00	100.00
scaffold1005.617	scaffold1005	617	F	4	0.00	100.00
scaffold1005.621	scaffold1005	621	F	3	0.00	100.00
scaffold1005.733	scaffold1005	733	F	3	0.00	100.00
scaffold1005.755	scaffold1005	755	F	5	0.00	100.00
scaffold1005.1189	scaffold1005	1189	F	4	0.00	100.00
scaffold1005.1211	scaffold1005	1211	F	5	0.00	100.00
scaffold1005.1676	scaffold1005	1676	F	4	0.00	100.00
scaffold1005.1816	scaffold1005	1816	F	3	0.00	100.00
scaffold1005.2196	scaffold1005	2196	F	10	0.00	100.00
scaffold1005.2217	scaffold1005	2217	F	11	0.00	100.00
scaffold1006.54	scaffold1006	54	F	16	0.00	100.00
scaffold1006.122	scaffold1006	122	F	9	0.00	100.00
scaffold1006.494	scaffold1006	494	F	7	0.00	100.00
scaffold1006.512	scaffold1006	512	F	4	0.00	100.00
scaffold1006.610	scaffold1006	610	F	5	0.00	100.00
scaffold1006.625	scaffold1006	625	F	7	0.00	100.00
scaffold1006.759	scaffold1006	759	F	8	0.00	100.00
scaffold1006.1092	scaffold1006	1092	F	3	0.00	100.00
scaffold1007.41	scaffold1007	41	F	12	0.00	100.00
scaffold1007.105	scaffold1007	105	F	6	0.00	100.00
scaffold1007.117	scaffold1007	117	F	9	0.00	100.00
scaffold1007.146	scaffold1007	146	F	6	0.00	100.00
scaffold1007.168	scaffold1007	168	F	3	0.00	100.00
scaffold1007.177	scaffold1007	177	F	5	0.00	100.00
scaffold1007.282	scaffold1007	282	F	5	0.00	100.00
scaffold1007.293	scaffold1007	293	F	4	0.00	100.00
scaffold1007.342	scaffold1007	342	F	7	0.00	100.00
scaffold1007.914	scaffold1007	914	F	6	0.00	100.00
scaffold1007.923	scaffold1007	923	F	4	25.00	75.00
scaffold1007.1767	scaffold1007	1767	F	5	0.00	100.00
scaffold1007.1865	scaffold1007	1865	F	4	0.00	100.00
scaffold1007.1897	scaffold1007	1897	F	3	33.33	66.67
scaffold1007.1930	scaffold1007	1930	F	3	33.33	66.67
scaffold1007.1962	scaffold1007	1962	F	6	0.00	100.00
scaffold1007.1987	scaffold1007	1987	F	9	0.00	100.00
scaffold1007.2128	scaffold1007	2128	F	3	0.00	100.00
scaffold1007.2140	scaffold1007	2140	F	3	0.00	100.00
scaffold1007.2206	scaffold1007	2206	F	6	0.00	100.00
scaffold1007.2244	scaffold1007	2244	F	4	0.00	100.00
scaffold1007.2255	scaffold1007	2255	F	9	0.00	100.00
scaffold1007.2279	scaffold1007	2279	F	6	0.00	100.00
scaffold1007.2309	scaffold1007	2309	F	4	0.00	100.00
scaffold1007.2415	scaffold1007	2415	F	6	16.67	83.33
scaffold1007.2500	scaffold1007	2500	F	5	0.00	100.00
scaffold1007.2537	scaffold1007	2537	F	3	33.33	66.67
scaffold1007.2650	scaffold1007	2650	F	3	33.33	66.67
scaffold1007.2680	scaffold1007	2680	F	3	0.00	100.00
scaffold1007.3180	scaffold1007	3180	F	3	0.00	100.00
scaffold1007.3720	scaffold1007	3720	F	7	0.00	100.00
scaffold1007.3727	scaffold1007	3727	F	8	0.00	100.00
scaffold1007.4784	scaffold1007	4784	F	4	0.00	100.00
scaffold1007.4799	scaffold1007	4799	F	5	0.00	100.00
scaffold1007.5081	scaffold1007	5081	F	3	0.00	100.00
scaffold1007.5087	scaffold1007	5087	F	3	0.00	100.00
scaffold1007.6585	scaffold1007	6585	F	4	0.00	100.00
scaffold1007.7530	scaffold1007	7530	F	4	0.00	100.00
scaffold1007.7726	scaffold1007	7726	F	4	0.00	100.00
scaffold1007.7847	scaffold1007	7847	F	3	0.00	100.00
scaffold1008.25	scaffold1008	25	F	5	0.00	100.00
scaffold1008.45	scaffold1008	45	F	9	0.00	100.00
scaffold1008.53	scaffold1008	53	F	13	0.00	100.00
scaffold1008.56	scaffold1008	56	F	10	0.00	100.00
scaffold1008.67	scaffold1008	67	F	8	0.00	100.00
scaffold1008.81	scaffold1008	81	F	19	0.00	100.00
scaffold1008.111	scaffold1008	111	F	8	0.00	100.00
scaffold1008.129	scaffold1008	129	F	8	0.00	100.00
scaffold1008.246	scaffold1008	246	F	7	0.00	100.00
scaffold1008.290	scaffold1008	290	F	12	0.00	100.00
scaffold1008.330	scaffold1008	330	F	4	0.00	100.00
scaffold1008.346	scaffold1008	346	F	6	0.00	100.00
scaffold1008.353	scaffold1008	353	F	7	0.00	100.00
scaffold1008.385	scaffold1008	385	F	8	0.00	100.00
scaffold1008.429	scaffold1008	429	F	14	0.00	100.00
scaffold1008.479	scaffold1008	479	F	9	0.00	100.00
scaffold1008.501	scaffold1008	501	F	12	0.00	100.00
scaffold1008.540	scaffold1008	540	F	10	0.00	100.00
scaffold1008.560	scaffold1008	560	F	12	0.00	100.00
scaffold1008.665	scaffold1008	665	F	4	0.00	100.00
scaffold1008.667	scaffold1008	667	F	14	0.00	100.00
scaffold1008.820	scaffold1008	820	F	6	0.00	100.00
scaffold1008.977	scaffold1008	977	F	5	0.00	100.00
scaffold1008.1177	scaffold1008	1177	F	23	0.00	100.00
scaffold1008.1744	scaffold1008	1744	F	3	0.00	100.00
scaffold1008.1812	scaffold1008	1812	F	3	33.33	66.67
scaffold1008.1842	scaffold1008	1842	F	3	66.67	33.33
scaffold1008.1893	scaffold1008	1893	F	4	0.00	100.00
scaffold1008.1910	scaffold1008	1910	F	4	0.00	100.00
scaffold1008.1977	scaffold1008	1977	F	3	0.00	100.00
scaffold1009.536	scaffold1009	536	F	3	0.00	100.00
scaffold1009.554	scaffold1009	554	F	3	0.00	100.00
scaffold1009.564	scaffold1009	564	F	6	0.00	100.00
scaffold1009.571	scaffold1009	571	F	3	0.00	100.00
scaffold1009.588	scaffold1009	588	F	3	0.00	100.00
scaffold1009.651	scaffold1009	651	F	3	0.00	100.00
scaffold1009.822	scaffold1009	822	F	7	0.00	100.00
scaffold1009.883	scaffold1009	883	F	3	0.00	100.00
scaffold1009.886	scaffold1009	886	F	3	33.33	66.67
scaffold1009.914	scaffold1009	914	F	5	0.00	100.00
scaffold1009.922	scaffold1009	922	F	3	0.00	100.00
scaffold1009.958	scaffold1009	958	F	9	11.11	88.89
scaffold1009.969	scaffold1009	969	F	4	25.00	75.00
scaffold1009.1043	scaffold1009	1043	F	3	0.00	100.00
scaffold1009.1200	scaffold1009	1200	F	9	11.11	88.89
scaffold1009.1212	scaffold1009	1212	F	12	25.00	75.00
scaffold1009.1740	scaffold1009	1740	F	4	0.00	100.00
scaffold1009.2033	scaffold1009	2033	F	14	0.00	100.00
scaffold1009.2036	scaffold1009	2036	F	14	0.00	100.00
scaffold1009.2195	scaffold1009	2195	F	3	0.00	100.00
scaffold1009.2252	scaffold1009	2252	F	5	0.00	100.00
scaffold1009.2462	scaffold1009	2462	F	5	0.00	100.00
scaffold1009.2467	scaffold1009	2467	F	4	0.00	100.00
scaffold1009.2639	scaffold1009	2639	F	3	0.00	100.00
scaffold1009.2660	scaffold1009	2660	F	3	0.00	100.00
scaffold101.78	scaffold101	78	F	22	0.00	100.00
scaffold101.96	scaffold101	96	F	17	0.00	100.00
scaffold101.107	scaffold101	107	F	4	0.00	100.00
scaffold101.111	scaffold101	111	F	9	0.00	100.00
scaffold101.131	scaffold101	131	F	4	0.00	100.00
scaffold101.217	scaffold101	217	F	9	11.11	88.89
scaffold101.227	scaffold101	227	F	5	0.00	100.00
scaffold101.241	scaffold101	241	F	11	9.09	90.91
scaffold101.255	scaffold101	255	F	3	0.00	100.00
scaffold101.268	scaffold101	268	F	7	0.00	100.00
scaffold101.324	scaffold101	324	F	15	0.00	100.00
scaffold101.332	scaffold101	332	F	21	0.00	100.00
scaffold101.348	scaffold101	348	F	7	0.00	100.00
scaffold101.380	scaffold101	380	F	6	0.00	100.00
scaffold101.401	scaffold101	401	F	9	0.00	100.00
scaffold1010.20	scaffold1010	20	F	4	0.00	100.00
scaffold1010.34	scaffold1010	34	F	3	0.00	100.00
scaffold1010.61	scaffold1010	61	F	3	0.00	100.00
scaffold1010.78	scaffold1010	78	F	4	0.00	100.00
scaffold1010.113	scaffold1010	113	F	4	0.00	100.00
scaffold1010.192	scaffold1010	192	F	4	0.00	100.00
scaffold1010.209	scaffold1010	209	F	6	0.00	100.00
scaffold1010.232	scaffold1010	232	F	7	0.00	100.00
scaffold1010.300	scaffold1010	300	F	5	0.00	100.00
scaffold1010.345	scaffold1010	345	F	6	0.00	100.00
scaffold1010.399	scaffold1010	399	F	3	0.00	100.00
scaffold1010.500	scaffold1010	500	F	3	0.00	100.00
scaffold1010.502	scaffold1010	502	F	4	0.00	100.00
scaffold1010.592	scaffold1010	592	F	4	50.00	50.00
scaffold1010.1183	scaffold1010	1183	F	7	0.00	100.00
scaffold1010.1263	scaffold1010	1263	F	9	0.00	100.00
scaffold1010.1475	scaffold1010	1475	F	227	0.88	99.12
scaffold1010.1486	scaffold1010	1486	F	38	5.26	94.74
scaffold1010.1497	scaffold1010	1497	F	10	40.00	60.00
scaffold1010.1506	scaffold1010	1506	F	127	0.00	100.00
scaffold1010.1523	scaffold1010	1523	F	288	0.00	100.00
scaffold1010.1536	scaffold1010	1536	F	40	0.00	100.00
scaffold1010.1540	scaffold1010	1540	F	347	0.29	99.71
scaffold1010.1555	scaffold1010	1555	F	282	0.35	99.65
scaffold1010.1594	scaffold1010	1594	F	7	0.00	100.00
scaffold1010.1718	scaffold1010	1718	F	7	0.00	100.00
scaffold1010.1720	scaffold1010	1720	F	155	1.29	98.71
scaffold1010.1748	scaffold1010	1748	F	5	0.00	100.00
scaffold1010.1783	scaffold1010	1783	F	9	0.00	100.00
scaffold1010.1791	scaffold1010	1791	F	6	0.00	100.00
scaffold1010.1809	scaffold1010	1809	F	19	0.00	100.00
scaffold1010.1859	scaffold1010	1859	F	3	0.00	100.00
scaffold1010.1919	scaffold1010	1919	F	10	0.00	100.00
scaffold1010.1926	scaffold1010	1926	F	12	0.00	100.00
scaffold1010.1995	scaffold1010	1995	F	4	0.00	100.00
scaffold1010.2016	scaffold1010	2016	F	3	0.00	100.00
scaffold1010.3074	scaffold1010	3074	F	4	0.00	100.00
scaffold1010.3230	scaffold1010	3230	F	4	0.00	100.00
scaffold1010.3242	scaffold1010	3242	F	3	0.00	100.00
scaffold1010.3813	scaffold1010	3813	F	4	0.00	100.00
scaffold1010.3818	scaffold1010	3818	F	4	0.00	100.00
scaffold1010.5616	scaffold1010	5616	F	3	0.00	100.00
scaffold1010.5722	scaffold1010	5722	F	17	0.00	100.00
scaffold1010.5804	scaffold1010	5804	F	5	0.00	100.00
scaffold1010.5828	scaffold1010	5828	F	27	0.00	100.00
scaffold1010.5886	scaffold1010	5886	F	6	0.00	100.00
scaffold1010.6801	scaffold1010	6801	F	4	0.00	100.00
scaffold1010.7003	scaffold1010	7003	F	3	0.00	100.00
scaffold1010.7023	scaffold1010	7023	F	3	0.00	100.00
scaffold1010.7673	scaffold1010	7673	F	3	0.00	100.00
scaffold1010.7963	scaffold1010	7963	F	12	0.00	100.00
scaffold1010.8169	scaffold1010	8169	F	7	71.43	28.57
scaffold1011.91	scaffold1011	91	F	35	0.00	100.00
scaffold1011.99	scaffold1011	99	F	23	0.00	100.00
scaffold1011.370	scaffold1011	370	F	7	14.29	85.71
scaffold1011.391	scaffold1011	391	F	6	0.00	100.00
scaffold1011.421	scaffold1011	421	F	4	25.00	75.00
scaffold1011.609	scaffold1011	609	F	15	6.67	93.33
scaffold1011.675	scaffold1011	675	F	38	2.63	97.37
scaffold1011.935	scaffold1011	935	F	29	62.07	37.93
scaffold1011.1262	scaffold1011	1262	F	5	0.00	100.00
scaffold1011.1305	scaffold1011	1305	F	6	0.00	100.00
scaffold1011.1355	scaffold1011	1355	F	5	0.00	100.00
scaffold1011.1529	scaffold1011	1529	F	7	14.29	85.71
scaffold1011.2439	scaffold1011	2439	F	11	27.27	72.73
scaffold1011.2697	scaffold1011	2697	F	4	0.00	100.00
scaffold1011.2824	scaffold1011	2824	F	3	0.00	100.00
scaffold1011.3341	scaffold1011	3341	F	5	0.00	100.00
scaffold1011.3349	scaffold1011	3349	F	4	25.00	75.00
scaffold1011.3366	scaffold1011	3366	F	3	0.00	100.00
scaffold1012.60	scaffold1012	60	F	7	0.00	100.00
scaffold1012.177	scaffold1012	177	F	8	0.00	100.00
scaffold1012.220	scaffold1012	220	F	17	0.00	100.00
scaffold1012.244	scaffold1012	244	F	6	0.00	100.00
scaffold1012.302	scaffold1012	302	F	3	0.00	100.00
scaffold1012.368	scaffold1012	368	F	3	0.00	100.00
scaffold1012.598	scaffold1012	598	F	51	0.00	100.00
scaffold1012.617	scaffold1012	617	F	19	10.53	89.47
scaffold1012.688	scaffold1012	688	F	7	0.00	100.00
scaffold1012.712	scaffold1012	712	F	5	0.00	100.00
scaffold1012.780	scaffold1012	780	F	10	0.00	100.00
scaffold1012.884	scaffold1012	884	F	107	1.87	98.13
scaffold1012.967	scaffold1012	967	F	5	0.00	100.00
scaffold1012.1047	scaffold1012	1047	F	81	0.00	100.00
scaffold1012.1052	scaffold1012	1052	F	72	0.00	100.00
scaffold1012.1069	scaffold1012	1069	F	13	0.00	100.00
